GEOID,Percent low income,Margin of Error,Lower bound,Upper bound
340010001001,0.6899383983572895,0.1782938830646236,0.511644515292666,0.8682322814219131
340010001002,0.5851142225497421,0.1576775048780055,0.42743671767173663,0.7427917274277476
340010002001,0.4600267976775346,0.2531057569165981,0.20692104076093654,0.7131325545941327
340010002002,0.3795620437956204,0.2318051246009719,0.1477569191946485,0.6113671683965923
340010002003,0.217391304347826,0.1903082674318028,0.027083036916023207,0.4076995717796288
340010003001,0.587793427230047,0.2005449712233222,0.3872484560067248,0.7883383984533692
340010003002,0.6063535911602209,0.1697361561409212,0.4366174350192997,0.7760897473011421
340010003003,0.4725146198830409,0.2082300273338738,0.2642845925491671,0.6807446472169147
340010004001,0.6426086956521739,0.1247050591339481,0.5179036365182258,0.7673137547861221
340010004002,0.7311028500619579,0.1676847872473138,0.563418062814644,0.8987876373092717
340010004003,0.7192763568309419,0.1537075823397767,0.5655687744911653,0.8729839391707186
340010005001,0.7682648401826484,0.1720863015909971,0.5961785385916513,0.9403511417736455
340010005002,0.6172668513388735,0.1361291392904631,0.4811377120484104,0.7533959906293366
340010011001,0.4869281045751634,0.2228781982935335,0.2640499062816299,0.709806302868697
340010011002,0.5701598579040853,0.1998926125592994,0.3702672453447859,0.7700524704633847
340010012001,0.3475314617618587,0.2796182127549361,0.06791324900692258,0.6271496745167948
340010012002,0.370499419279907,0.2050678857737831,0.16543153350612388,0.57556730505369
340010012003,0.4795698924731183,0.2726745202617571,0.20689537221136123,0.7522444127348754
340010013001,0.3333333333333333,0.1693933231240091,0.16394001020932422,0.5027266564573424
340010013002,0.342296511627907,0.1728363361336182,0.16946017549428877,0.5151328477615251
340010014001,0.9191456903127384,0.0941056775673453,0.8250400127453931,1.0132513678800836
340010014002,0.3183760683760683,0.2982129266399212,0.020163141736147083,0.6165889950159895
340010014003,0.6761565836298933,0.1562237708791427,0.5199328127507505,0.832380354509036
340010015001,0.8801498127340824,0.083944863444504,0.7962049492895784,0.9640946761785865
340010015002,0.6691729323308271,0.2312146246693687,0.4379583076614584,0.9003875570001958
340010019001,0.7281553398058254,0.1626181287073642,0.5655372110984611,0.8907734685131896
340010019002,0.621900826446281,0.2262048289933954,0.3956959974528856,0.8481056554396764
340010023001,0.7383928571428572,0.1813651761583957,0.5570276809844614,0.9197580333012529
340010023002,0.7265481299816063,0.1192441447284035,0.6073039852532028,0.8457922747100098
340010024001,0.6815834767641997,0.3285433246211337,0.353040152143066,1.0101268013853335
340010024002,0.928125,0.072590341795906,0.855534658204094,1.000715341795906
340010024003,0.912811387900356,0.1330649556617793,0.7797464322385766,1.0458763435621352
340010024004,0.6777609682299547,0.1677864726589389,0.5099744955710158,0.8455474408888936
340010025001,0.6324237560192617,0.1987693231793606,0.4336544328399011,0.8311930791986223
340010025002,0.8956602031394276,0.0896945383208133,0.8059656648186143,0.9853547414602409
340010025003,0.1132075471698113,0.2228501499592744,-0.10964260278946311,0.33605769712908573
340010025004,0.6257110352673493,0.1497925080884428,0.4759185271789065,0.7755035433557921
340010101011,0.1299435028248587,0.1431859611486348,-0.013242458323776102,0.27312946397349347
340010101012,0.1932938856015779,0.1279536998270601,0.0653401857745178,0.32124758542863796
340010101013,0.0749464668094219,0.1032546524628699,-0.028308185653448004,0.1782011192722918
340010101014,0.2033582089552238,0.1577824745326483,0.04557573442257551,0.3611406834878721
340010101021,0.0973913043478259,0.0757576094339485,0.0216336949138774,0.1731489137817744
340010101022,0.2869318181818182,0.2321349628779433,0.054796855303874875,0.5190667810597615
340010101023,0.1451942740286298,0.0879083556731533,0.0572859183554765,0.2331026297017831
340010101041,0.127348643006263,0.1054521710057053,0.021896472000557707,0.23280081401196828
340010101042,0.2205387205387206,0.0877724400699261,0.1327662804687945,0.3083111606086467
340010101051,0.2359154929577465,0.1065960272587553,0.1293194656989912,0.3425115202165018
340010101052,0.5578034682080926,0.1935043335526921,0.3642991346554005,0.7513078017607846
340010101053,0.2110481586402266,0.1391758219798999,0.07187233666032672,0.3502239806201265
340010102001,0.2476722532588454,0.1752238949320289,0.07244835832681651,0.4228961481908743
340010102002,0.1838235294117647,0.1517784562269539,0.032045073184810785,0.33560198563871857
340010102003,0.4164037854889589,0.2558466545581437,0.1605571309308152,0.6722504400471025
340010102004,0.0561542824730572,0.0970739636049815,-0.0409196811319243,0.1532282460780387
340010102005,0.0,0.0,0.0,0.0
340010103001,0.2767722473604826,0.1598477731804115,0.11692447418007113,0.4366200205408941
340010103002,0.3118811881188119,0.11074059065369,0.20114059746512186,0.4226217787725019
340010104011,0.1809523809523809,0.1266514025687533,0.0543009783836276,0.30760378352113416
340010104012,0.0960361798350624,0.078630499336739,0.01740568049832339,0.1746666791718014
340010104013,0.3109843081312411,0.1977195346267098,0.11326477350453132,0.5087038427579509
340010104031,0.0466867469879518,0.0631717964496577,-0.016485049461705904,0.10985854343760951
340010104032,0.3431827775432672,0.2232905659885574,0.1198922115547098,0.5664733435318245
340010104033,0.2592010771992818,0.1772317374726071,0.08196933972667472,0.4364328146718889
340010105011,0.2726045883940621,0.1385175628954026,0.1340870254986595,0.4111221512894647
340010105012,0.0516129032258063,0.0286762304349399,0.0229366727908664,0.08028913366074619
340010105013,0.1296405421331762,0.0772914312049607,0.052349110928215495,0.2069319733381369
340010105014,0.0567893401015228,0.0410930066504473,0.015696333451075496,0.0978823467519701
340010105031,0.3006833712984055,0.202793007203785,0.09789036409462051,0.5034763785021905
340010105032,0.2107809260539046,0.2426518873585095,-0.0318709613046049,0.45343281341241415
340010105033,0.4305722288915566,0.1880099555933611,0.24256227329819552,0.6185821844849178
340010105034,0.0798630918425555,0.0520387108824671,0.027824380960088393,0.1319018027250226
340010105051,0.1433021806853582,0.1435862245670689,-0.00028404388171071604,0.2868884052524271
340010105052,0.2706078268109908,0.1170993562910509,0.15350847051993993,0.3877071831020417
340010105061,0.2550258472142447,0.2496382407419724,0.005387606472272294,0.5046640879562171
340010105062,0.1312910284463895,0.0898169858714541,0.04147404257493541,0.2211080143178436
340010105063,0.115485564304462,0.0693719849242858,0.0461135793801762,0.1848575492287478
340010106001,0.2528032619775738,0.1540626923928119,0.0987405695847619,0.4068659543703857
340010106002,0.2602644398051495,0.1227380702367431,0.13752636956840641,0.3830025100418926
340010106003,0.3195219123505975,0.1935063776380671,0.1260155347125304,0.5130282899886647
340010106004,0.7146974063400577,0.1933497979901508,0.5213476083499069,0.9080472043302086
340010107001,0.0136054421768707,0.0228685327159983,-0.0092630905391276,0.036473974892869
340010107002,0.0857329842931937,0.0744080532756955,0.011324931017498208,0.1601410375688892
340010107003,0.2919418758256275,0.177136691032969,0.11480518479265847,0.4690785668585965
340010107004,0.2031746031746032,0.1347245250169324,0.06845007815767079,0.3378991281915356
340010108001,0.3487858719646799,0.2164556592329566,0.13233021273172332,0.5652415311976365
340010108002,0.2979002624671916,0.2172998532337737,0.08060040923341788,0.5152001157009654
340010109001,0.2352512745812089,0.1740675455746704,0.061183729006538484,0.4093188201558793
340010109002,0.2222685571309424,0.181920005626197,0.040348551504745395,0.40418856275713944
340010109003,0.2607160867372667,0.1086157384108322,0.1521003483264345,0.3693318251480989
340010110001,0.2350142721217888,0.1604025279758702,0.07461174414591859,0.395416800097659
340010110002,0.1406605922551252,0.0589687949474852,0.08169179730764001,0.1996293872026104
340010111001,0.1234347048300537,0.150920884806496,-0.027486179976442288,0.2743555896365497
340010111002,0.3492537313432836,0.1616644565833893,0.1875892747598943,0.5109181879266729
340010111003,0.1783840503672612,0.1350292621767114,0.0433547881905498,0.31341331254397264
340010112011,0.1584875301689461,0.0666925036005834,0.09179502656836269,0.2251800337695295
340010112012,0.1811023622047244,0.1073062169507603,0.0737961452539641,0.2884085791554847
340010112021,0.0221336874723327,0.0231412938353305,-0.0010076063629977997,0.0452749813076632
340010112022,0.3217391304347826,0.1615925096157743,0.1601466208190083,0.48333164005055684
340010112023,0.236281179138322,0.1469979516384051,0.0892832274999169,0.3832791307767271
340010112024,0.44295729764181,0.1480920580675072,0.29486523957430283,0.5910493557093173
340010113001,0.232824427480916,0.1729722211552023,0.0598522063257137,0.4057966486361183
340010113002,0.2314758113900795,0.1243701518580057,0.1071056595320738,0.3558459632480852
340010113003,0.1658726721524469,0.0709187488883453,0.09495392326410158,0.2367914210407922
340010114011,0.1315929675013318,0.0659503322409853,0.06564263526034649,0.1975432997423171
340010114012,0.3460620525059665,0.2328678828127815,0.11319416969318499,0.578929935318748
340010114013,0.1943127962085308,0.1599300056219086,0.03438279058662222,0.35424280183043944
340010114031,0.1228836701256144,0.1162502415504606,0.006633428575153796,0.239133911676075
340010114032,0.3843730308758664,0.1523249510050803,0.23204807987078607,0.5366979818809468
340010114033,0.0252100840336135,0.0489731426413285,-0.023763058607715,0.07418322667494201
340010114041,0.2545155993431856,0.1994156481388552,0.055099951204330366,0.4539312474820408
340010114042,0.100359856057577,0.0722141704961295,0.02814568556144749,0.17257402655370652
340010114043,0.121115732811353,0.0696346526920952,0.0514810801192578,0.1907503855034482
340010114044,0.2663408674404398,0.1277395965304179,0.1386012709100219,0.39408046397085766
340010115001,0.0386266094420599,0.0492139666374479,-0.010587357195387996,0.08784057607950779
