GEOID,Percent low income,Margin of Error,Lower bound,Upper bound
340010115002,0.1642910727681921,0.1388262006141254,0.025464872154066703,0.30311727338231753
340010115003,0.2483629560336763,0.2065479777600545,0.041814978273621795,0.4549109337937308
340010116001,0.1662796098467255,0.0871878321331279,0.07909177771359759,0.2534674419798534
340010116002,0.3802345058626466,0.1420589866747642,0.23817551918788243,0.5222934925374108
340010116003,0.089639115250291,0.0484559913077947,0.0411831239424963,0.1380951065580857
340010117021,0.3780096308186196,0.1869735707885752,0.1910360600300444,0.5649832016071948
340010117022,0.4163742690058479,0.1387444985469777,0.27762977045887016,0.5551187675528256
340010117031,0.1550218340611353,0.1425387128678942,0.012483121193241076,0.2975605469290295
340010117032,0.3502262443438914,0.134202571833743,0.21602367251014837,0.4844288161776344
340010117033,0.3812038014783526,0.2647687603084626,0.11643504116989001,0.6459725617868152
340010117041,0.3053235908141962,0.1676889233944308,0.13763466741976538,0.473012514208627
340010117042,0.533901588531577,0.2176907615002764,0.3162108270313006,0.7515923500318533
340010118031,0.2750865051903114,0.2254012984287449,0.049685206761566514,0.5004878036190563
340010118032,0.5486891385767791,0.1109288462937123,0.43776029228306684,0.6596179848704915
340010118033,0.1040235525024534,0.1047916473683178,-0.000768094865864391,0.20881519987077118
340010118041,0.2327044025157232,0.1560952029575134,0.0766091995582098,0.38879960547323655
340010118042,0.1889460154241645,0.1721276071171477,0.016818408307016808,0.3610736225413122
340010118043,0.1189483808913113,0.0991927982367711,0.019755582654540194,0.2181411791280824
340010118051,0.1327967806841046,0.067083026639923,0.06571375404418162,0.1998798073240276
340010118061,0.1437246963562752,0.1313908068413579,0.01233388951491729,0.2751155031976331
340010118062,0.2194480946123521,0.2018000543809822,0.0176480402313699,0.4212481489933343
340010118063,0.0317959468902864,0.0451218010992036,-0.013325854208917201,0.07691774798949
340010118071,0.0982694684796043,0.1066167254016042,-0.008347256921999904,0.2048861938812085
340010118072,0.1917219836001562,0.2117650317711379,-0.02004304817098171,0.40348701537129406
340010118073,0.1157311157311157,0.0999434403203704,0.0157876754107453,0.2156745560514861
340010118081,0.2483429076447194,0.248272373885818,7.053375890139768e-05,0.49661528153053736
340010118082,0.1621790857858485,0.1413862314712192,0.020792854314629294,0.3035653172570677
340010119011,0.7409305993690851,0.2106922242278001,0.530238375141285,0.9516228235968852
340010119012,0.3470209339774557,0.2838609699229248,0.06315996405453089,0.6308819039003806
340010119021,0.4041193181818182,0.1983096131050938,0.2058097050767244,0.602428931286912
340010119022,0.618437900128041,0.1159582144844436,0.5024796856435974,0.7343961146124847
340010120001,0.4892840857273142,0.1621417031030126,0.3271423826243016,0.6514257888303268
340010120002,0.6243119266055046,0.2204884473026121,0.40382347930289253,0.8448003739081167
340010121001,0.4612462006079028,0.1509315663287072,0.3103146342791956,0.61217776693661
340010121002,0.7111426543647978,0.1697322990952422,0.5414103552695556,0.8808749534600401
340010122001,0.5679096818337326,0.1913256685153239,0.3765840133184087,0.7592353503490565
340010122002,0.45565749235474,0.1592935657544818,0.29636392660025823,0.6149510581092218
340010122003,0.2368231046931408,0.134273257266814,0.1025498474263268,0.37109636195995477
340010123021,0.0344666977177455,0.0286409483247888,0.0058257493929567,0.0631076460425343
340010123022,0.2631578947368421,0.1280362213649441,0.13512167337189798,0.3911941161017862
340010124011,0.1882229232386961,0.1258193929976773,0.0624035302410188,0.3140423162363734
340010124012,0.1013268998793727,0.0582860700759311,0.0430408298034416,0.1596129699553038
340010124021,0.1056793673616103,0.0627865288728651,0.0428928384887452,0.1684658962344754
340010124022,0.0486223662884928,0.0543804512146795,-0.0057580849261867,0.1030028175031723
340010125011,0.053394858272907,0.0270253945297931,0.0263694637431139,0.0804202528027001
340010125012,0.051063829787234,0.0382465535014865,0.012817276285747498,0.0893103832887205
340010125021,0.1802002224694104,0.1158570507251745,0.06434317174423589,0.2960572731945849
340010125022,0.0428954423592493,0.0444057818200289,-0.0015103394607795945,0.0873012241792782
340010126021,0.0722379603399432,0.0527487483778036,0.019489211962139603,0.12498670871774681
340010127011,0.2885154061624649,0.1440376473563487,0.1444777588061162,0.43255305351881357
340010127012,0.174852652259332,0.1849727730274156,-0.010120120768083607,0.3598254252867476
340010127013,0.2439446366782006,0.1161826636856169,0.12776197299258368,0.3601273003638175
340010127021,0.3142857142857143,0.1321019173194024,0.18218379696631187,0.4463876316051167
340010128011,0.5516093229744727,0.1447785446446116,0.40683077832986114,0.6963878676190843
340010128012,0.3417721518987342,0.1410867667497465,0.20068538514898773,0.48285891864848074
340010128021,0.2995475113122172,0.1354296489159183,0.16411786239629889,0.4349771602281355
340010128022,0.3056603773584906,0.1494324497707989,0.15622792758769172,0.4550928271292895
340010130001,0.0368,0.0459745867659061,-0.009174586765906101,0.0827745867659061
340010130002,0.2459016393442623,0.2358066756304231,0.010094963713839195,0.48170831497468536
340010130003,0.1663442940038685,0.1115852160314711,0.05475907797239739,0.2779295100353396
340010130004,0.0886524822695036,0.0807370814662557,0.007915400803247902,0.1693895637357593
340010131011,0.0567164179104477,0.0420853585075434,0.014631059402904302,0.0988017764179911
340010131021,0.1420118343195265,0.1069278725453356,0.03508396177419089,0.2489397068648621
340010131022,0.192200557103064,0.121034958251177,0.071165598851887,0.313235515354241
340010131023,0.2815126050420168,0.1318253982474136,0.1496872067946032,0.4133380032894304
340010132011,0.317766497461929,0.2287385032500495,0.08902799421187949,0.5465050007119785
340010132012,0.1061093247588425,0.088129282187078,0.0179800425717645,0.1942386069459205
340010132013,0.4598930481283422,0.1923702288611654,0.2675228192671768,0.6522632769895076
340010132021,0.2190721649484536,0.1467677869632895,0.07230437798516412,0.3658399519117431
340010132022,0.3107546048722519,0.1351919465896671,0.17556265828258483,0.445946551461919
340010133011,0.1170774647887323,0.0579867329317257,0.05909073185700659,0.175064197720458
340010133012,0.2258064516129032,0.1828015692268883,0.04300488238601488,0.40860802083979153
340010133013,0.2272727272727273,0.2151437842210848,0.012128943051642499,0.4424165114938121
340010133021,0.2359855334538878,0.1340080686659907,0.10197746478789713,0.36999360211987853
340010133022,0.2019572953736654,0.1289213525719328,0.07303594280173262,0.3308786479455982
340010133023,0.3111888111888111,0.3197681259163088,-0.008579314727497733,0.6309569371051199
340010135001,0.0876934414148857,0.1196766925507447,-0.031983251135858995,0.20737013396563042
340010135002,0.1709923664122137,0.0755172172766048,0.09547514913560888,0.24650958368881848
340010135003,0.1187800963081862,0.1466819423274867,-0.027901846019300486,0.26546203863567286
340019834001,0.4399999999999999,0.4849053652542906,-0.04490536525429073,0.9249053652542905
340030010011,0.1083707025411061,0.1053757415312679,0.002994961009838204,0.213746444072374
340030010012,0.0,0.0,0.0,0.0
340030010013,0.0601357904946652,0.0730707649291516,-0.0129349744344864,0.1332065554238168
340030010021,0.0081047381546134,0.0148216602384042,-0.006716922083790799,0.022926398393017598
340030010022,0.0729111229377328,0.0535477181940168,0.019363404743716006,0.1264588411317496
340030021001,0.0619684082624544,0.0622473225184811,-0.000278914256026698,0.12421573078093551
340030021002,0.0686900958466452,0.0423876357341437,0.026302460112501508,0.1110777315807889
340030022001,0.0846197827329904,0.066982240085956,0.01763754264703439,0.1516020228189464
340030022002,0.2503782148260212,0.11388656080955,0.13649165401647118,0.3642647756355712
340030022003,0.0268817204301076,0.0347551694327955,-0.007873449002687903,0.0616368898629031
340030022004,0.0031695721077655,0.0055896634195071,-0.0024200913117416,0.0087592355272726
340030023001,0.1307955100048804,0.0601853118950534,0.07061019810982701,0.19098082189993382
340030023002,0.0450250138966091,0.0624645511226378,-0.0174395372260287,0.1074895650192469
340030023003,0.0860280658938376,0.0484632832428619,0.0375647826509757,0.1344913491366995
340030031001,0.0412486064659978,0.0506540547945647,-0.0094054483285669,0.09190266126056251
340030031002,0.0483870967741936,0.0693952529162279,-0.0210081561420343,0.1177823496904215
340030031003,0.0396946564885496,0.0405192460864738,-0.0008245895979242038,0.0802139025750234
340030031004,0.1744360902255639,0.1343998284347765,0.0400362617907874,0.3088359186603404
340030031005,0.0771084337349398,0.0797303547811652,-0.0026219210462254117,0.156838788516105
340030032001,0.0546218487394958,0.0536002672848116,0.0010215814546842006,0.1082221160243074
340030032002,0.2957474226804123,0.1850914732543278,0.11065594942608453,0.4808388959347401
340030032003,0.2030612244897959,0.1728701169615209,0.030191107528275002,0.3759313414513168
340030032004,0.1103581800580832,0.0924184754472373,0.017939704610845902,0.2027766555053205
340030032005,0.2136986301369863,0.1699186324671647,0.0437799976698216,0.383617262604151
340030033001,0.0546786922209695,0.0742850287278412,-0.019606336506871706,0.1289637209488107
340030033002,0.1657534246575343,0.2308570453286212,-0.06510362067108691,0.39661046998615546
340030033003,0.1369334619093539,0.1544346267349479,-0.017501164825593996,0.2913680886443018
340030033004,0.1576846307385229,0.1810163455163584,-0.023331714777835494,0.33870097625488127
340030033005,0.0491400491400492,0.0612160231697137,-0.012075974029664503,0.11035607230976291
340030033006,0.188118811881188,0.1644719559685576,0.02364685591263041,0.35259076784974563
340030034011,0.2168441432720232,0.1501441349515602,0.066700008320463,0.3669882782235834
340030034012,0.1050279329608938,0.1205384473122322,-0.015510514351338406,0.225566380273126
340030034021,0.1848484848484848,0.1557753015140248,0.02907318333445999,0.34062378636250956
340030034022,0.0483660130718955,0.0355385980017063,0.012827415070189203,0.08390461107360181
340030034023,0.0279379157427938,0.032402430172556,-0.004464514429762201,0.0603403459153498
340030035001,0.1181318681318681,0.1070951361123302,0.011036732019537907,0.22522700424419828
340030035002,0.6970748636588995,0.1079999785694337,0.5890748850894658,0.8050748422283331
340030035003,0.2658227848101265,0.2300955957623822,0.0357271890477443,0.4959183805725087
340030040011,0.2257534246575342,0.145173798598453,0.0805796260590812,0.3709272232559872
340030040012,0.1850159890360895,0.1384786938926566,0.04653729514343291,0.3234946829287461
340030040021,0.2603110209601081,0.2628033803438028,-0.0024923593836946867,0.5231144013039108
340030040022,0.385640266469282,0.176113933737711,0.209526332731571,0.5617542002069931
340030040023,0.1617283950617284,0.1475480552137587,0.014180339847969708,0.3092764502754871
340030040024,0.0562060889929741,0.0471617570361609,0.0090443319568132,0.103367846029135
340030050001,0.1601369341955115,0.1483007361871071,0.011836198008404408,0.3084376703826186
340030050002,0.1028880866425993,0.0994820383943441,0.003406048248255203,0.2023701250369434
340030050003,0.221347331583552,0.2256539470920678,-0.004306615508515799,0.4470012786756198
340030050004,0.3649906890130353,0.2782588164334998,0.08673187257953546,0.643249505446535
340030050005,0.1957671957671958,0.220904893547649,-0.02513769778045319,0.4166720893148448
340030061011,0.0309892729439807,0.0411999757092662,-0.0102107027652855,0.0721892486532469
340030061012,0.3208453410182517,0.155984662865214,0.16486067815303768,0.4768300038834657
340030061013,0.2807971014492754,0.2553854315059824,0.02541166994329297,0.5361825329552579
340030061014,0.1236786469344608,0.1288855007755099,-0.005206853841049089,0.2525641477099707
340030061021,0.0502408809359944,0.0510914273963351,-0.0008505464603406968,0.10133230833232951
340030061022,0.2365339578454333,0.198561335017647,0.037972622827786295,0.4350952928630803
340030061023,0.2844990548204159,0.1540473157209268,0.13045173909948907,0.4385463705413427
340030062011,0.1710748452447945,0.1555004042758805,0.015574440968914,0.32657524952067496
340030062012,0.0397111913357399,0.0408128413683752,-0.0011016500326352999,0.0805240327041151
340030062013,0.5156838143036386,0.2153951660566225,0.3002886482470161,0.7310789803602611
340030062014,0.0326876513317192,0.0370574536548547,-0.0043698023231355035,0.06974510498657391
340030062021,0.0691168403730115,0.0651104121606714,0.004006428212340096,0.1342272525336829
340030062022,0.0212765957446807,0.0260475740424602,-0.004770978297779498,0.0473241697871409
340030062023,0.0560949298813375,0.0643241826104161,-0.008229252729078602,0.1204191124917536
340030062024,0.0417827298050139,0.0545393078276921,-0.012756578022678197,0.096322037632706
340030063011,0.429777436684574,0.2209459616718877,0.2088314750126863,0.6507233983564618
340030063012,0.2520958083832335,0.1907317376559038,0.06136407072732969,0.44282754603913727
340030063013,0.4994635193133047,0.2736654905356094,0.22579802877769528,0.7731290098489141
340030063021,0.1308980213089802,0.1591774539005028,-0.028279432591522602,0.290075475209483
340030063022,0.3512569832402235,0.1970619764340701,0.15419500680615336,0.5483189596742936
340030063023,0.0188866799204772,0.0318200260291096,-0.012933346108632397,0.0507067059495868
340030063024,0.6612021857923498,0.1736727931923035,0.4875293926000463,0.8348749789846532
340030070011,0.0223809523809523,0.0291804570008441,-0.006799504619891799,0.0515614093817964
340030070012,0.1636452719255267,0.1140228816963119,0.04962239022921479,0.2776681536218386
340030070021,0.0889235569422776,0.1088354858871043,-0.0199119289448267,0.1977590428293819
340030070022,0.2201222901612006,0.1781176252083126,0.042004664952888016,0.3982399153695132
340030070023,0.0898598516075843,0.0544737423406372,0.03538610926694711,0.1443335939482215
340030070024,0.0145137880986936,0.0216843631698831,-0.007170575071189499,0.0361981512685767
340030080011,0.0552871712292002,0.0581979915836418,-0.0029108203544416025,0.11348516281284199
340030080012,0.0840867992766728,0.0873723878315235,-0.003285588554850699,0.1714591871081963
340030080013,0.0386052303860523,0.046650079537039,-0.008044849150986702,0.0852553099230913
340030080021,0.2103286384976526,0.1632889445640554,0.04703969393359719,0.373617583061708
340030080022,0.0486842105263157,0.0642975167641753,-0.015613306237859607,0.112981727290491
340030080023,0.1778023191606846,0.1864374521124924,-0.008635132951807817,0.36423977127317697
340030091001,0.0374898125509371,0.0505064843314056,-0.013016671780468503,0.0879962968823427
340030091002,0.0311674590596936,0.0298106524091928,0.0013568066505007977,0.0609781114688864
340030091003,0.0124826629680999,0.0209370227551835,-0.008454359787083598,0.033419685723283396
340030091004,0.0,0.0,0.0,0.0
340030092001,0.0241080038572806,0.0233726100723221,0.0007353937849584984,0.047480613929602705
340030092002,0.160865475070555,0.111188653020671,0.04967682204988398,0.272054128091226
340030092003,0.070048309178744,0.0822519468249899,-0.012203637646245907,0.1523002560037339
340030101001,0.0121951219512196,0.0230381737893068,-0.0108430518380872,0.0352332957405264
340030101002,0.1160639192598822,0.1353621566283082,-0.019298237368425994,0.2514260758881904
340030101003,0.1698113207547169,0.2405420840490876,-0.07073076329437072,0.4103534048038045
340030101004,0.0052424639580603,0.0103579171583798,-0.0051154532003195,0.0156003811164401
340030101005,0.1946022727272727,0.2296742470452019,-0.03507197431792919,0.4242765197724746
340030101006,0.0788912579957356,0.1312747045637729,-0.05238344656803731,0.2101659625595085
340030101007,0.272020725388601,0.2550109637914196,0.017009761597181428,0.5270316891800206
340030102001,0.0787878787878788,0.0573527554188159,0.0214351233690629,0.1361406342066947
340030102002,0.076657458563536,0.0691972521442367,0.007460206419299287,0.1458547107077727
340030102003,0.1945054945054944,0.2279463123957652,-0.03344081789027081,0.4224518069012596
340030102004,0.0130505709624796,0.019746479083813,-0.006695908121333399,0.0327970500462926
340030102005,0.0611940298507464,0.0601698719379633,0.0010241579127831038,0.1213639017887097
340030103001,0.1831345826235093,0.2160430413354027,-0.03290845871189341,0.399177623958912
340030103002,0.3127177700348432,0.2808696072850651,0.031848162749778086,0.5935873773199083
340030103003,0.015015015015015,0.0256645895007602,-0.0106495744857452,0.040679604515775195
340030103004,0.11005291005291,0.1604420357145544,-0.0503891256616444,0.2704949457674644
340030103005,0.0,0.0,0.0,0.0
340030103006,0.2635467980295566,0.3327730046140805,-0.06922620658452389,0.5963198026436372
340030103007,0.1093896713615023,0.1001125949551027,0.00927707640639959,0.209502266316605
340030111001,0.0369588173178457,0.0560167922355682,-0.0190579749177225,0.0929756095534139
340030111002,0.1863636363636364,0.1608787275719234,0.025484908791713,0.3472423639355598
340030111003,0.2875731945348081,0.2007182865036456,0.08685490803116253,0.4882914810384537
340030111004,0.3320505772402419,0.2072363496567279,0.12481422758351399,0.5392869268969698
340030112001,0.5939196525515744,0.2232340748228649,0.3706855777287095,0.8171537273744394
340030112002,0.0805369127516778,0.0792912623112004,0.0012456504404774055,0.15982817506287822
340030112003,0.4171270718232044,0.1888782273647721,0.2282488444584323,0.6060052991879765
340030112004,0.5219033232628398,0.2305111536724858,0.291392169590354,0.7524144769353256
340030113001,0.3361702127659575,0.2108829754841295,0.125287237281828,0.547053188250087
340030113002,0.2668881506090809,0.1689411252743175,0.09794702533476338,0.43582927588339837
340030113003,0.0141093474426807,0.0242060709200443,-0.0100967234773636,0.038315418362725
340030113004,0.1822709163346613,0.1099451995915928,0.07232571674306851,0.29221611592625407
340030114001,0.1604838709677419,0.1082625327196758,0.05222133824806609,0.2687464036874177
340030114002,0.0441696113074203,0.0506145204922647,-0.006444909184844395,0.094784131799685
340030114003,0.1909039865244245,0.104810359712067,0.08609362681235751,0.2957143462364915
340030114004,0.1209039548022599,0.12167970638977,-0.0007757515875101012,0.2425836611920299
340030114005,0.3298969072164949,0.2266659241265247,0.1032309830899702,0.5565628313430195
340030120011,0.2204585537918871,0.2261019913282958,-0.005643437536408696,0.44656054512018295
340030120012,0.1711491442542787,0.1889859436582837,-0.017836799404004983,0.36013508791256243
340030120013,0.3594961240310077,0.1619377198294637,0.19755840420154402,0.5214338438604714
340030120014,0.2688866799204771,0.1425366445199604,0.1263500354005167,0.4114233244404375
340030120021,0.1782868525896414,0.1142735269658674,0.06401332562377399,0.2925603795555088
340030120022,0.1236702127659574,0.0882859492025798,0.035384263563377594,0.2119561619685372
340030120023,0.1613060428849902,0.0725108323266314,0.0887952105583588,0.2338168752116216
340030130021,0.2503059975520195,0.1908740180645082,0.05943197948751128,0.4411800156165277
340030130022,0.1908293998651382,0.2167467305308561,-0.025917330665717914,0.4075761303959943
340030130023,0.449814126394052,0.3326554136433678,0.11715871275068418,0.7824695400374198
340030130024,0.0724346076458751,0.0529803991729209,0.019454208472954204,0.125415006818796
340030130031,0.1166495375128469,0.0622834358116872,0.0543661017011597,0.17893297332453412
340030130041,0.1183144246353322,0.089193502824251,0.02912092181108121,0.20750792745958319
340030130042,0.0507614213197969,0.0429187593635896,0.007842661956207302,0.09368018068338649
340030130043,0.1643059490084986,0.172249964996931,-0.00794401598843239,0.3365559140054296
340030140001,0.0485436893203884,0.0512954932553244,-0.0027518039349360007,0.0998391825757128
340030140002,0.1172353455818022,0.1215388345905083,-0.004303489008706099,0.2387741801723105
340030140003,0.3059701492537313,0.2321098102823457,0.07386033897138558,0.538079959536077
340030140004,0.0869257950530035,0.107927186087944,-0.02100139103494049,0.1948529811409475
340030140005,0.0066555740432612,0.0124103109079433,-0.005754736864682099,0.0190658849512045
340030140006,0.090617481956696,0.1198205127493719,-0.029203030792675902,0.2104379947060679
340030151001,0.0896487985212569,0.0978111486478416,-0.0081623501265847,0.1874599471690985
340030151002,0.0740740740740739,0.0872358084648437,-0.0131617343907698,0.1613098825389176
