GEOID,Percent low income,Margin of Error
1500000US340010105032,0.21078092605390464,0.2426518873585095
1500000US340010105033,0.43057222889155666,0.1880099555933611
1500000US340010105034,0.07986309184255558,0.0520387108824671
1500000US340010105051,0.14330218068535827,0.1435862245670689
1500000US340010105052,0.2706078268109908,0.1170993562910509
1500000US340010105061,0.2550258472142447,0.2496382407419724
1500000US340010105062,0.1312910284463895,0.0898169858714541
1500000US340010105063,0.115485564304462,0.0693719849242858
1500000US340010106001,0.25280326197757386,0.1540626923928119
1500000US340010106002,0.26026443980514957,0.1227380702367431
1500000US340010106003,0.31952191235059757,0.1935063776380671
1500000US340010106004,0.7146974063400577,0.1933497979901508
1500000US340010107001,0.013605442176870763,0.0228685327159983
1500000US340010107002,0.08573298429319376,0.0744080532756955
1500000US340010107003,0.2919418758256275,0.177136691032969
1500000US340010107004,0.20317460317460323,0.1347245250169324
1500000US340010108001,0.3487858719646799,0.2164556592329566
1500000US340010108002,0.2979002624671916,0.2172998532337737
1500000US340010109001,0.23525127458120898,0.1740675455746704
1500000US340010109002,0.2222685571309424,0.181920005626197
1500000US340010109003,0.26071608673726676,0.1086157384108322
1500000US340010110001,0.23501427212178883,0.1604025279758702
1500000US340010110002,0.14066059225512528,0.0589687949474852
1500000US340010111001,0.1234347048300537,0.150920884806496
1500000US340010111002,0.34925373134328364,0.1616644565833893
1500000US340010111003,0.17838405036726124,0.1350292621767114
1500000US340010112011,0.15848753016894612,0.0666925036005834
1500000US340010112012,0.18110236220472442,0.1073062169507603
1500000US340010112021,0.022133687472332797,0.0231412938353305
1500000US340010112022,0.32173913043478264,0.1615925096157743
1500000US340010112023,0.23628117913832203,0.1469979516384051
1500000US340010112024,0.44295729764181,0.1480920580675072
1500000US340010113001,0.23282442748091603,0.1729722211552023
1500000US340010113002,0.23147581139007956,0.1243701518580057
1500000US340010113003,0.16587267215244694,0.0709187488883453
1500000US340010114011,0.13159296750133187,0.0659503322409853
1500000US340010114012,0.34606205250596656,0.2328678828127815
1500000US340010114013,0.1943127962085308,0.1599300056219086
1500000US340010114031,0.12288367012561441,0.1162502415504606
1500000US340010114032,0.3843730308758664,0.1523249510050803
1500000US340010114033,0.025210084033613578,0.0489731426413285
1500000US340010114041,0.2545155993431856,0.1994156481388552
1500000US340010114042,0.10035985605757702,0.0722141704961295
1500000US340010114043,0.12111573281135302,0.0696346526920952
1500000US340010114044,0.26634086744043983,0.1277395965304179
1500000US340010115001,0.03862660944205998,0.0492139666374479
1500000US340010115002,0.1642910727681921,0.1388262006141254
1500000US340010115003,0.2483629560336763,0.2065479777600545
1500000US340010116001,0.16627960984672552,0.0871878321331279
1500000US340010116002,0.3802345058626466,0.1420589866747642
1500000US340010116003,0.089639115250291,0.0484559913077947
1500000US340010117021,0.3780096308186196,0.1869735707885752
1500000US340010117022,0.41637426900584795,0.1387444985469777
1500000US340010117031,0.15502183406113534,0.1425387128678942
1500000US340010117032,0.3502262443438914,0.134202571833743
1500000US340010117033,0.38120380147835264,0.2647687603084626
1500000US340010117041,0.30532359081419624,0.1676889233944308
1500000US340010117042,0.533901588531577,0.2176907615002764
1500000US340010118031,0.2750865051903114,0.2254012984287449
1500000US340010118032,0.5486891385767791,0.1109288462937123
1500000US340010118033,0.10402355250245343,0.1047916473683178
1500000US340010118041,0.23270440251572322,0.1560952029575134
1500000US340010118042,0.18894601542416456,0.1721276071171477
1500000US340010118043,0.11894838089131132,0.0991927982367711
1500000US340010118051,0.1327967806841046,0.067083026639923
1500000US340010118061,0.14372469635627527,0.1313908068413579
1500000US340010118062,0.21944809461235215,0.2018000543809822
1500000US340010118063,0.03179594689028642,0.0451218010992036
1500000US340010118071,0.09826946847960438,0.1066167254016042
1500000US340010118072,0.19172198360015624,0.2117650317711379
1500000US340010118073,0.11573111573111572,0.0999434403203704
1500000US340010118081,0.24834290764471945,0.248272373885818
1500000US340010118082,0.1621790857858485,0.1413862314712192
1500000US340010119011,0.7409305993690851,0.2106922242278001
1500000US340010119012,0.3470209339774557,0.2838609699229248
1500000US340010119021,0.40411931818181823,0.1983096131050938
1500000US340010119022,0.618437900128041,0.1159582144844436
1500000US340010120001,0.4892840857273142,0.1621417031030126
1500000US340010120002,0.6243119266055046,0.2204884473026121
1500000US340010121001,0.4612462006079028,0.1509315663287072
1500000US340010121002,0.7111426543647978,0.1697322990952422
1500000US340010122001,0.5679096818337326,0.1913256685153239
1500000US340010122002,0.45565749235474007,0.1592935657544818
1500000US340010122003,0.23682310469314083,0.134273257266814
1500000US340010123021,0.034466697717745576,0.0286409483247888
1500000US340010123022,0.26315789473684215,0.1280362213649441
1500000US340010124011,0.18822292323869616,0.1258193929976773
1500000US340010124012,0.10132689987937271,0.0582860700759311
1500000US340010124021,0.10567936736161032,0.0627865288728651
1500000US340010124022,0.04862236628849281,0.0543804512146795
1500000US340010125011,0.05339485827290702,0.0270253945297931
1500000US340010125012,0.051063829787234005,0.0382465535014865
1500000US340010125021,0.18020022246941048,0.1158570507251745
1500000US340010125022,0.04289544235924936,0.0444057818200289
1500000US340010126021,0.07223796033994323,0.0527487483778036
1500000US340010127011,0.28851540616246496,0.1440376473563487
1500000US340010127012,0.174852652259332,0.1849727730274156
1500000US340010127013,0.24394463667820065,0.1161826636856169
1500000US340010127021,0.3142857142857143,0.1321019173194024
1500000US340010128011,0.5516093229744727,0.1447785446446116
1500000US340010128012,0.3417721518987342,0.1410867667497465
1500000US340010128021,0.29954751131221724,0.1354296489159183
1500000US340010128022,0.3056603773584906,0.1494324497707989
1500000US340010130001,0.036800000000000055,0.0459745867659061
1500000US340010130002,0.24590163934426235,0.2358066756304231
1500000US340010130003,0.16634429400386852,0.1115852160314711
1500000US340010130004,0.08865248226950362,0.0807370814662557
1500000US340010131011,0.05671641791044779,0.0420853585075434
1500000US340010131021,0.14201183431952658,0.1069278725453356
1500000US340010131022,0.19220055710306405,0.121034958251177
1500000US340010131023,0.2815126050420168,0.1318253982474136
1500000US340010132011,0.317766497461929,0.2287385032500495
1500000US340010132012,0.1061093247588425,0.088129282187078
1500000US340010132013,0.4598930481283422,0.1923702288611654
1500000US340010132021,0.2190721649484536,0.1467677869632895
1500000US340010132022,0.3107546048722519,0.1351919465896671
1500000US340010133011,0.11707746478873238,0.0579867329317257
1500000US340010133012,0.22580645161290325,0.1828015692268883
1500000US340010133013,0.2272727272727273,0.2151437842210848
1500000US340010133021,0.23598553345388784,0.1340080686659907
1500000US340010133022,0.20195729537366547,0.1289213525719328
1500000US340010133023,0.31118881118881114,0.3197681259163088
1500000US340010135001,0.08769344141488578,0.1196766925507447
1500000US340010135002,0.17099236641221371,0.0755172172766048
1500000US340010135003,0.1187800963081862,0.1466819423274867
1500000US340019834001,0.43999999999999995,0.4849053652542906
1500000US340030010011,0.10837070254110615,0.1053757415312679
1500000US340030010012,0.0,0.0
1500000US340030010013,0.06013579049466522,0.0730707649291516
1500000US340030010021,0.008104738154613433,0.0148216602384042
1500000US340030010022,0.07291112293773283,0.0535477181940168
1500000US340030021001,0.06196840826245442,0.0622473225184811
1500000US340030021002,0.0686900958466452,0.0423876357341437
1500000US340030022001,0.08461978273299042,0.066982240085956
1500000US340030022002,0.2503782148260212,0.11388656080955
1500000US340030022003,0.026881720430107614,0.0347551694327955
1500000US340030022004,0.0031695721077655836,0.0055896634195071
1500000US340030023001,0.13079551000488043,0.0601853118950534
1500000US340030023002,0.04502501389660918,0.0624645511226378
1500000US340030023003,0.0860280658938376,0.0484632832428619
1500000US340030031001,0.04124860646599782,0.0506540547945647
1500000US340030031002,0.048387096774193616,0.0693952529162279
1500000US340030031003,0.03969465648854964,0.0405192460864738
1500000US340030031004,0.17443609022556394,0.1343998284347765
1500000US340030031005,0.07710843373493981,0.0797303547811652
1500000US340030032001,0.054621848739495826,0.0536002672848116
1500000US340030032002,0.2957474226804123,0.1850914732543278
1500000US340030032003,0.2030612244897959,0.1728701169615209
1500000US340030032004,0.11035818005808329,0.0924184754472373
1500000US340030032005,0.2136986301369863,0.1699186324671647
1500000US340030033001,0.05467869222096955,0.0742850287278412
1500000US340030033002,0.1657534246575343,0.2308570453286212
1500000US340030033003,0.13693346190935396,0.1544346267349479
1500000US340030033004,0.1576846307385229,0.1810163455163584
1500000US340030033005,0.04914004914004921,0.0612160231697137
1500000US340030033006,0.18811881188118806,0.1644719559685576
1500000US340030034011,0.21684414327202328,0.1501441349515602
1500000US340030034012,0.10502793296089385,0.1205384473122322
1500000US340030034021,0.18484848484848482,0.1557753015140248
1500000US340030034022,0.048366013071895586,0.0355385980017063
1500000US340030034023,0.027937915742793806,0.032402430172556
1500000US340030035001,0.11813186813186816,0.1070951361123302
1500000US340030035002,0.6970748636588995,0.1079999785694337
1500000US340030035003,0.26582278481012656,0.2300955957623822
1500000US340030040011,0.22575342465753423,0.145173798598453
1500000US340030040012,0.1850159890360895,0.1384786938926566
1500000US340030040021,0.26031102096010816,0.2628033803438028
1500000US340030040022,0.38564026646928207,0.176113933737711
1500000US340030040023,0.16172839506172842,0.1475480552137587
1500000US340030040024,0.05620608899297419,0.0471617570361609
1500000US340030050001,0.16013693419551156,0.1483007361871071
1500000US340030050002,0.1028880866425993,0.0994820383943441
1500000US340030050003,0.22134733158355202,0.2256539470920678
1500000US340030050004,0.36499068901303533,0.2782588164334998
1500000US340030050005,0.1957671957671958,0.220904893547649
1500000US340030061011,0.030989272943980795,0.0411999757092662
1500000US340030061012,0.3208453410182517,0.155984662865214
1500000US340030061013,0.2807971014492754,0.2553854315059824
1500000US340030061014,0.12367864693446085,0.1288855007755099
1500000US340030061021,0.050240880935994436,0.0510914273963351
1500000US340030061022,0.2365339578454333,0.198561335017647
1500000US340030061023,0.28449905482041593,0.1540473157209268
1500000US340030062011,0.17107484524479455,0.1555004042758805
1500000US340030062012,0.03971119133573997,0.0408128413683752
1500000US340030062013,0.5156838143036386,0.2153951660566225
1500000US340030062014,0.03268765133171925,0.0370574536548547
1500000US340030062021,0.06911684037301158,0.0651104121606714
1500000US340030062022,0.02127659574468077,0.0260475740424602
1500000US340030062023,0.056094929881337574,0.0643241826104161
1500000US340030062024,0.04178272980501396,0.0545393078276921
1500000US340030063011,0.429777436684574,0.2209459616718877
1500000US340030063012,0.25209580838323353,0.1907317376559038
1500000US340030063013,0.4994635193133047,0.2736654905356094
1500000US340030063021,0.1308980213089802,0.1591774539005028
1500000US340030063022,0.3512569832402235,0.1970619764340701
1500000US340030063023,0.018886679920477212,0.0318200260291096
1500000US340030063024,0.6612021857923498,0.1736727931923035
1500000US340030070011,0.02238095238095239,0.0291804570008441
1500000US340030070012,0.1636452719255267,0.1140228816963119
1500000US340030070021,0.0889235569422776,0.1088354858871043
1500000US340030070022,0.22012229016120066,0.1781176252083126
1500000US340030070023,0.08985985160758436,0.0544737423406372
1500000US340030070024,0.014513788098693636,0.0216843631698831
1500000US340030080011,0.05528717122920024,0.0581979915836418
1500000US340030080012,0.08408679927667284,0.0873723878315235
1500000US340030080013,0.03860523038605235,0.046650079537039
1500000US340030080021,0.2103286384976526,0.1632889445640554
1500000US340030080022,0.048684210526315774,0.0642975167641753
1500000US340030080023,0.17780231916068467,0.1864374521124924
1500000US340030091001,0.037489812550937196,0.0505064843314056
1500000US340030091002,0.031167459059693647,0.0298106524091928
1500000US340030091003,0.012482662968099967,0.0209370227551835
1500000US340030091004,0.0,0.0
1500000US340030092001,0.024108003857280624,0.0233726100723221
1500000US340030092002,0.16086547507055504,0.111188653020671
1500000US340030092003,0.07004830917874405,0.0822519468249899
1500000US340030101001,0.012195121951219634,0.0230381737893068
1500000US340030101002,0.11606391925988224,0.1353621566283082
1500000US340030101003,0.16981132075471694,0.2405420840490876
1500000US340030101004,0.005242463958060384,0.0103579171583798
1500000US340030101005,0.1946022727272727,0.2296742470452019
1500000US340030101006,0.0788912579957356,0.1312747045637729
1500000US340030101007,0.272020725388601,0.2550109637914196
1500000US340030102001,0.07878787878787885,0.0573527554188159
1500000US340030102002,0.07665745856353601,0.0691972521442367
1500000US340030102003,0.19450549450549448,0.2279463123957652
1500000US340030102004,0.013050570962479635,0.019746479083813
1500000US340030102005,0.0611940298507464,0.0601698719379633
1500000US340030103001,0.18313458262350935,0.2160430413354027
1500000US340030103002,0.31271777003484325,0.2808696072850651
1500000US340030103003,0.01501501501501501,0.0256645895007602
1500000US340030103004,0.11005291005291007,0.1604420357145544
1500000US340030103005,0.0,0.0
1500000US340030103006,0.2635467980295566,0.3327730046140805
1500000US340030103007,0.10938967136150235,0.1001125949551027
1500000US340030111001,0.03695881731784578,0.0560167922355682
1500000US340030111002,0.1863636363636364,0.1608787275719234
1500000US340030111003,0.2875731945348081,0.2007182865036456
1500000US340030111004,0.3320505772402419,0.2072363496567279
1500000US340030112001,0.5939196525515744,0.2232340748228649
1500000US340030112002,0.08053691275167785,0.0792912623112004
1500000US340030112003,0.4171270718232044,0.1888782273647721
1500000US340030112004,0.5219033232628398,0.2305111536724858
1500000US340030113001,0.3361702127659575,0.2108829754841295
1500000US340030113002,0.2668881506090809,0.1689411252743175
1500000US340030113003,0.014109347442680775,0.0242060709200443
1500000US340030113004,0.1822709163346613,0.1099451995915928
1500000US340030114001,0.16048387096774197,0.1082625327196758
1500000US340030114002,0.044169611307420364,0.0506145204922647
1500000US340030114003,0.19090398652442453,0.104810359712067
1500000US340030114004,0.1209039548022599,0.12167970638977
1500000US340030114005,0.3298969072164949,0.2266659241265247
1500000US340030120011,0.22045855379188717,0.2261019913282958
1500000US340030120012,0.17114914425427874,0.1889859436582837
1500000US340030120013,0.3594961240310077,0.1619377198294637
1500000US340030120014,0.2688866799204771,0.1425366445199604
1500000US340030120021,0.1782868525896414,0.1142735269658674
1500000US340030120022,0.12367021276595747,0.0882859492025798
1500000US340030120023,0.16130604288499029,0.0725108323266314
1500000US340030130021,0.25030599755201954,0.1908740180645082
1500000US340030130022,0.19082939986513825,0.2167467305308561
1500000US340030130023,0.44981412639405205,0.3326554136433678
1500000US340030130024,0.07243460764587517,0.0529803991729209
1500000US340030130031,0.1166495375128469,0.0622834358116872
1500000US340030130041,0.11831442463533226,0.089193502824251
1500000US340030130042,0.050761421319796995,0.0429187593635896
1500000US340030130043,0.1643059490084986,0.172249964996931
1500000US340030140001,0.04854368932038844,0.0512954932553244
1500000US340030140002,0.11723534558180226,0.1215388345905083
1500000US340030140003,0.30597014925373134,0.2321098102823457
1500000US340030140004,0.08692579505300357,0.107927186087944
1500000US340030140005,0.006655574043261225,0.0124103109079433
1500000US340030140006,0.09061748195669606,0.1198205127493719
1500000US340030151001,0.08964879852125696,0.0978111486478416
1500000US340030151002,0.07407407407407396,0.0872358084648437
1500000US340030151003,0.045774647887323994,0.0390246405788017
1500000US340030152001,0.43271028037383175,0.4040741476586862
1500000US340030152002,0.145995747696669,0.2048151258920313
1500000US340030152003,0.37130801687763715,0.2931009272713868
1500000US340030152004,0.05873925501432664,0.0959611673899771
1500000US340030152005,0.0,0.0
1500000US340030152006,0.13685550604710373,0.1565326182144966
1500000US340030153001,0.20554854981084492,0.1875983260618612
1500000US340030153002,0.46050775740479544,0.256037100657225
1500000US340030153003,0.21566401816118053,0.1361759313980246
1500000US340030153004,0.5212053571428572,0.2090003321096521
1500000US340030154011,0.27912087912087913,0.1976933553156949
1500000US340030154012,0.33950046253469013,0.1332765821417672
1500000US340030154013,0.2205292702485966,0.2485419877788737
1500000US340030154021,0.15782434239857335,0.130315595724093
1500000US340030154022,0.1539289558665231,0.1583380075880343
1500000US340030155001,0.0,0.0
1500000US340030155002,0.5214752567693743,0.1951064066553165
1500000US340030155003,0.0,0.0
1500000US340030155004,0.4735042735042735,0.3781283179944988
1500000US340030155005,0.13861386138613863,0.1627427375281619
1500000US340030155006,0.1228813559322034,0.1600447543458548
1500000US340030160001,0.06707317073170715,0.0517073759579876
1500000US340030160002,0.004878048780487809,0.0092568603708065
1500000US340030160003,0.06035889070146816,0.0826875667469427
1500000US340030160004,0.24703087885985753,0.1714699989615052
1500000US340030160005,0.06360946745562124,0.0617550382226645
1500000US340030160006,0.15198059822150367,0.0993527383258371
1500000US340030171011,0.08548009367681497,0.0661361232712441
1500000US340030171012,0.10872894333843797,0.1091208195109586
1500000US340030171013,0.15652818991097928,0.234062241210908
1500000US340030171014,0.10926118626430803,0.144320772927056
1500000US340030171015,0.1273885350318471,0.1071573406660482
1500000US340030171021,0.21350364963503654,0.2794505403349397
1500000US340030171022,0.1285231116121759,0.1242460112664156
1500000US340030172001,0.2370095440084835,0.1650282073157549
1500000US340030172002,0.11047835990888377,0.1776351330912192
1500000US340030172003,0.19527559055118116,0.2346640991452303
1500000US340030172004,0.15123094958968342,0.2341119808513608
1500000US340030172005,0.3010842368640534,0.2556180541863366
1500000US340030172006,0.02145922746781115,0.0378040908839756
1500000US340030173011,0.34191176470588236,0.2757870922405519
1500000US340030173012,0.028833551769331556,0.0346126078648684
1500000US340030173013,0.031073446327683607,0.0626243938902245
1500000US340030173021,0.0,0.0
1500000US340030173022,0.19329896907216493,0.2107229023687354
1500000US340030173023,0.005793742757821629,0.0058071360814075
1500000US340030174001,0.023188405797101574,0.0392963557547483
1500000US340030174002,0.06741573033707882,0.0626400129012077
1500000US340030174003,0.06459143968871595,0.0613077596423944
1500000US340030174004,0.04897959183673484,0.0517760829084363
1500000US340030174005,0.09271054493984443,0.0715472592556478
1500000US340030175011,0.10238429172510521,0.1078999669369771
1500000US340030175012,0.09999999999999998,0.1111166446376768
1500000US340030175013,0.08668730650154799,0.1220505870596838
1500000US340030175014,0.032804232804232836,0.0406392478776583
1500000US340030175021,0.16595485051860892,0.1497856284880023
1500000US340030175022,0.08821593153390384,0.08678380040293
1500000US340030175023,0.022441651705565557,0.0331752425822197
1500000US340030181011,0.47689856611789694,0.3047939813068313
1500000US340030181012,0.4224672639558925,0.2870089963889589
1500000US340030181013,0.2292993630573248,0.2119873901638637
1500000US340030181014,0.2845849802371542,0.1828353851415005
1500000US340030181021,0.4010067114093959,0.3045422738176684
1500000US340030181022,0.4161490683229814,0.2409156374920209
1500000US340030182001,0.5492730210016155,0.3157255246208108
1500000US340030182002,0.6218202374222725,0.248374520984034
1500000US340030182003,0.10015731515469328,0.0786531965642472
1500000US340030182004,0.14411529223378705,0.1527404046540602
1500000US340030182005,0.25053078556263275,0.2774175878598802
1500000US340030191021,0.10809567617295313,0.0578161844407386
1500000US340030191022,0.2715559960356789,0.1338784909738658
1500000US340030191031,0.15555555555555556,0.1026656443343195
1500000US340030191032,0.10440835266821347,0.1106573347838868
1500000US340030191033,0.2534722222222222,0.1938914266644218
1500000US340030191034,0.3437152391546162,0.1729533117175802
1500000US340030191041,0.26047358834244083,0.1979619883220663
1500000US340030191042,0.16338439095550694,0.1330643223470027
1500000US340030191043,0.19728506787330313,0.1230564525496635
1500000US340030191044,0.13783783783783787,0.1178027368982165
1500000US340030192021,0.2481773111694372,0.088154568909007
1500000US340030192031,0.4030797101449275,0.1442085349027883
1500000US340030192032,0.15243902439024393,0.0669037477061185
1500000US340030192033,0.12879581151832464,0.11009403872658
1500000US340030192041,0.6481802426343155,0.1754351846860704
1500000US340030192042,0.3658008658008658,0.1810373788372758
1500000US340030192043,0.18441064638783267,0.145967265851811
1500000US340030193031,0.28694052728387487,0.204419180357213
1500000US340030193032,0.09803921568627438,0.0945988183416465
1500000US340030193033,0.275,0.2186175614662282
1500000US340030193034,0.21506949524506214,0.1673720479051677
1500000US340030193041,0.35425101214574894,0.1924673254793195
1500000US340030193042,0.08545603944124902,0.0639022277972328
1500000US340030193043,0.17445482866043616,0.0862364670791019
1500000US340030193051,0.1022411953041622,0.057060522589916
1500000US340030193052,0.16434724983432736,0.1653627182493607
1500000US340030193053,0.12917023096663816,0.0935257874073991
1500000US340030193061,0.11611161116111612,0.0437945560528675
1500000US340030201001,0.0,0.0
1500000US340030201002,0.04052369077306717,0.036861751791696
1500000US340030201003,0.042319749216300995,0.0493418721615156
1500000US340030202001,0.027037933817594784,0.0460290873835876
1500000US340030202002,0.07899231426131526,0.0608348594875019
1500000US340030202003,0.047663992449268555,0.0755701722478735
1500000US340030211011,0.4804270462633452,0.1814580798300934
1500000US340030211012,0.09690721649484524,0.1749598209397115
1500000US340030211013,0.4448484848484848,0.2698548421265052
1500000US340030211014,0.4152271273192578,0.1898116382706248
1500000US340030211021,0.0765391014975042,0.1158872550241116
1500000US340030211022,0.06720647773279365,0.0569439494409343
1500000US340030211023,0.11528150134048254,0.1060946538873863
1500000US340030212001,0.22078907435508344,0.1822157124799975
1500000US340030212002,0.4284116331096197,0.2579509490746589
1500000US340030212003,0.27219701879455604,0.1158150988831134
1500000US340030212004,0.322007722007722,0.170739102399006
1500000US340030212005,0.379110251450677,0.2962480849859083
1500000US340030212006,0.18502202643171806,0.1415866599227189
1500000US340030213001,0.1964636542239686,0.1747451173883587
1500000US340030213002,0.04404145077720201,0.0573806439709894
1500000US340030213003,0.6060126582278481,0.261774993802586
1500000US340030213004,0.1941805225653207,0.08994624020775
1500000US340030214001,0.2376644736842105,0.1468979712478974
1500000US340030214002,0.2033142128744423,0.1442138169386705
1500000US340030214003,0.4741955069823922,0.2198373272159734
1500000US340030214004,0.3883211678832117,0.2490062244914264
1500000US340030215001,0.034690799396681626,0.0703411375341908
1500000US340030215002,0.20107526881720428,0.1796817036980023
1500000US340030215003,0.3526615969581749,0.1743216905667925
1500000US340030215004,0.339622641509434,0.2985237281400688
1500000US340030215005,0.36684303350970016,0.1949306769139571
1500000US340030215006,0.4219001610305958,0.143141417420183
1500000US340030216001,0.18991097922848665,0.1346741686591099
1500000US340030216002,0.39577594123048665,0.1980691724003462
1500000US340030216003,0.6196850393700788,0.1961610646205593
1500000US340030216004,0.38428324697754745,0.1595686875825709
1500000US340030221001,0.029000000000000026,0.0350184053650108
1500000US340030221002,0.017430600387346784,0.0204798970702527
1500000US340030221003,0.072072072072072,0.0496452856887624
1500000US340030222001,0.09829059829059839,0.1201705805716348
1500000US340030222002,0.2095857026807474,0.2001514194752262
1500000US340030222003,0.0,0.0
1500000US340030222004,0.14528703047484048,0.1594596973772844
1500000US340030222005,0.001994017946161608,0.0098869866598155
1500000US340030222006,0.020652173913043637,0.0362234399305932
1500000US340030222007,0.04191616766467077,0.0590275016919552
1500000US340030231001,0.290260736196319,0.1234059287675422
1500000US340030231002,0.3771186440677966,0.1363088632784452
1500000US340030232011,0.10650887573964496,0.0832618244817097
1500000US340030232012,0.03668639053254441,0.0337014452428141
1500000US340030232013,0.17416829745596873,0.1132034635317324
1500000US340030232014,0.06884057971014479,0.098014018574924
1500000US340030232021,0.16000000000000003,0.1731695783077981
1500000US340030232022,0.11507128309572301,0.1553271835005697
1500000US340030232023,0.10104250200481157,0.0953698519802844
1500000US340030233011,0.10973837209302328,0.0860253961914939
1500000US340030233012,0.34042553191489366,0.3052033041669277
1500000US340030233013,0.0663449939686368,0.0809132856001568
1500000US340030233031,0.44844124700239807,0.2117125549778097
1500000US340030233032,0.21198453608247425,0.1572459713956867
1500000US340030233033,0.019093078758949833,0.0327541443104018
1500000US340030233041,0.04898828541001077,0.0508467900581824
1500000US340030233042,0.0941011235955056,0.1443207479913726
1500000US340030234011,0.46596858638743455,0.1911041432350021
1500000US340030234012,0.10089399744572158,0.0670037133959063
1500000US340030234013,0.19969434538970965,0.1401665473994492
1500000US340030234021,0.5185676392572944,0.2625448011084322
1500000US340030234022,0.3482849604221636,0.1993984204455967
1500000US340030234023,0.4305204648812532,0.2294013910337727
1500000US340030234024,0.2222222222222222,0.2427275713080132
1500000US340030234025,0.11764705882352944,0.1582777866006952
1500000US340030235011,0.23540063377093712,0.1034425349625921
1500000US340030235012,0.5067513899920573,0.3039916934717073
1500000US340030235021,0.4234511008704557,0.1984637897856786
1500000US340030235022,0.5021779713752335,0.2685933752162588
1500000US340030235023,0.12362301101591189,0.0931114227059815
1500000US340030236011,0.3145161290322581,0.1459558415159755
1500000US340030236012,0.02161100196463639,0.0300386222707088
1500000US340030236013,0.25552050473186116,0.2005543152295332
1500000US340030236021,0.45243757431629017,0.117152299004609
1500000US340030236022,0.4730443974630021,0.2184826908271087
1500000US340030236023,0.19811320754716977,0.3638441416557586
