GEOID,Percent low income,Margin of Error,Lower bound,Upper bound,Designation Change
340030130041,0.1183144246353322,0.089193502824251,0.0291209218110812,0.2075079274595831,1
340030130042,0.0507614213197969,0.0429187593635896,0.0078426619562073,0.0936801806833864,1
340030130043,0.1643059490084986,0.172249964996931,-0.0079440159884323,0.3365559140054296,1
340030140001,0.0485436893203884,0.0512954932553244,-0.002751803934936,0.0998391825757128,1
340030140002,0.1172353455818022,0.1215388345905083,-0.004303489008706,0.2387741801723105,1
340030140004,0.0869257950530035,0.107927186087944,-0.0210013910349404,0.1948529811409475,1
340030140005,0.0066555740432612,0.0124103109079433,-0.005754736864682,0.0190658849512045,1
340030140006,0.090617481956696,0.1198205127493719,-0.0292030307926759,0.2104379947060679,1
340030151001,0.0896487985212569,0.0978111486478416,-0.0081623501265847,0.1874599471690985,1
340030151002,0.0740740740740739,0.0872358084648437,-0.0131617343907698,0.1613098825389176,1
340030151003,0.0457746478873239,0.0390246405788017,0.0067500073085221,0.0847992884661256,1
340030152004,0.0587392550143266,0.0959611673899771,-0.0372219123756505,0.1547004224043037,1
340030152005,0.0,0.0,0.0,0.0,1
340030152006,0.1368555060471037,0.1565326182144966,-0.0196771121673929,0.2933881242616003,1
340030154021,0.1578243423985733,0.130315595724093,0.0275087466744803,0.2881399381226662,1
340030154022,0.1539289558665231,0.1583380075880343,-0.0044090517215111,0.3122669634545574,1
340030155001,0.0,0.0,0.0,0.0,1
340030155003,0.0,0.0,0.0,0.0,1
340030155005,0.1386138613861386,0.1627427375281619,-0.0241288761420233,0.3013565989143005,1
340030155006,0.1228813559322034,0.1600447543458548,-0.0371633984136514,0.2829261102780582,1
340030160001,0.0670731707317071,0.0517073759579876,0.0153657947737195,0.1187805466896947,1
340030160002,0.0048780487804878,0.0092568603708065,-0.0043788115903187,0.0141349091512943,1
340030160003,0.0603588907014681,0.0826875667469427,-0.0223286760454746,0.1430464574484108,1
340030160005,0.0636094674556212,0.0617550382226645,0.0018544292329566,0.1253645056782857,1
340030160006,0.1519805982215036,0.0993527383258371,0.0526278598956664,0.2513333365473407,1
340030171011,0.0854800936768149,0.0661361232712441,0.0193439704055708,0.151616216948059,1
340030171012,0.1087289433384379,0.1091208195109586,-0.0003918761725207,0.2178497628493965,1
340030171014,0.109261186264308,0.144320772927056,-0.035059586662748,0.253581959191364,1
340030171015,0.1273885350318471,0.1071573406660482,0.0202311943657989,0.2345458756978953,1
340030171022,0.1285231116121759,0.1242460112664156,0.0042771003457602,0.2527691228785915,1
340030172002,0.1104783599088837,0.1776351330912192,-0.0671567731823355,0.2881134930001029,1
340030172006,0.0214592274678111,0.0378040908839756,-0.0163448634161645,0.0592633183517867,1
340030173012,0.0288335517693315,0.0346126078648684,-0.0057790560955369,0.0634461596341999,1
340030173013,0.0310734463276836,0.0626243938902245,-0.0315509475625409,0.0936978402179081,1
340030173021,0.0,0.0,0.0,0.0,1
340030173023,0.0057937427578216,0.0058071360814075,-1.3393323585899827e-05,0.0116008788392291,1
340030174001,0.0231884057971015,0.0392963557547483,-0.0161079499576467,0.0624847615518498,1
340030174002,0.0674157303370788,0.0626400129012077,0.0047757174358711,0.1300557432382865,1
340030174003,0.0645914396887159,0.0613077596423944,0.0032836800463215,0.1258991993311103,1
340030174004,0.0489795918367348,0.0517760829084363,-0.0027964910717014,0.1007556747451711,1
340030174005,0.0927105449398444,0.0715472592556478,0.0211632856841966,0.1642578041954921,1
340030175011,0.1023842917251052,0.1078999669369771,-0.0055156752118718,0.2102842586620822,1
340030175012,0.0999999999999999,0.1111166446376768,-0.0111166446376769,0.2111166446376767,1
340030175013,0.0866873065015479,0.1220505870596838,-0.0353632805581358,0.2087378935612317,1
340030175014,0.0328042328042328,0.0406392478776583,-0.0078350150734254,0.0734434806818911,1
340030175021,0.1659548505186089,0.1497856284880023,0.0161692220306065,0.3157404790066112,1
340030175022,0.0882159315339038,0.08678380040293,0.0014321311309737,0.1749997319368338,1
340030175023,0.0224416517055655,0.0331752425822197,-0.0107335908766541,0.0556168942877852,1
340030182003,0.1001573151546932,0.0786531965642472,0.021504118590446,0.1788105117189404,1
340030182004,0.144115292233787,0.1527404046540602,-0.0086251124202731,0.2968556968878472,1
340030191021,0.1080956761729531,0.0578161844407386,0.0502794917322145,0.1659118606136917,1
340030191031,0.1555555555555555,0.1026656443343195,0.052889911221236,0.258221199889875,1
340030191032,0.1044083526682134,0.1106573347838868,-0.0062489821156734,0.2150656874521002,1
340030191042,0.1633843909555069,0.1330643223470027,0.0303200686085041,0.2964487133025095,1
340030191043,0.1972850678733031,0.1230564525496635,0.0742286153236396,0.3203415204229666,1
340030191044,0.1378378378378378,0.1178027368982165,0.0200351009396212,0.2556405747360543,1
340030192021,0.2481773111694372,0.088154568909007,0.1600227422604302,0.3363318800784441,1
340030192032,0.1524390243902439,0.0669037477061185,0.0855352766841254,0.2193427720963623,1
340030192033,0.1287958115183246,0.11009403872658,0.0187017727917445,0.2388898502449045,1
340030192043,0.1844106463878326,0.145967265851811,0.0384433805360216,0.3303779122396436,1
340030193032,0.0980392156862743,0.0945988183416465,0.0034403973446277,0.1926380340279208,1
340030193042,0.085456039441249,0.0639022277972328,0.0215538116440161,0.1493582672384817,1
340030193043,0.1744548286604361,0.0862364670791019,0.0882183615813342,0.260691295739538,1
340030193051,0.1022411953041622,0.057060522589916,0.0451806727142462,0.1593017178940782,1
340030193052,0.1643472498343273,0.1653627182493607,-0.0010154684150333,0.329709968083688,1
340030193053,0.1291702309666381,0.0935257874073991,0.035644443559239,0.2226960183740371,1
340030193061,0.1161116111611161,0.0437945560528675,0.0723170551082486,0.1599061672139836,1
340030201001,0.0,0.0,0.0,0.0,1
340030201002,0.0405236907730671,0.036861751791696,0.003661938981371,0.0773854425647631,1
340030201003,0.0423197492163009,0.0493418721615156,-0.0070221229452147,0.0916616213778165,1
340030202001,0.0270379338175947,0.0460290873835876,-0.0189911535659929,0.0730670212011823,1
340030202002,0.0789923142613152,0.0608348594875019,0.0181574547738133,0.1398271737488171,1
340030202003,0.0476639924492685,0.0755701722478735,-0.027906179798605,0.123234164697142,1
340030211012,0.0969072164948452,0.1749598209397115,-0.0780526044448663,0.2718670374345567,1
340030211021,0.0765391014975042,0.1158872550241116,-0.0393481535266073,0.1924263565216158,1
340030211022,0.0672064777327936,0.0569439494409343,0.0102625282918593,0.1241504271737279,1
340030211023,0.1152815013404825,0.1060946538873863,0.0091868474530961,0.2213761552278688,1
340030212006,0.185022026431718,0.1415866599227189,0.043435366508999,0.3266086863544369,1
340030213002,0.044041450777202,0.0573806439709894,-0.0133391931937874,0.1014220947481914,1
340030213004,0.1941805225653207,0.08994624020775,0.1042342823575707,0.2841267627730707,1
340030214002,0.2033142128744423,0.1442138169386705,0.0591003959357717,0.3475280298131128,1
340030215001,0.0346907993966816,0.0703411375341908,-0.0356503381375092,0.1050319369308724,1
340030216001,0.1899109792284866,0.1346741686591099,0.0552368105693767,0.3245851478875965,1
340030221001,0.029,0.0350184053650108,-0.0060184053650108,0.0640184053650108,1
340030221002,0.0174306003873467,0.0204798970702527,-0.0030492966829059,0.0379104974575994,1
340030221003,0.072072072072072,0.0496452856887624,0.0224267863833096,0.1217173577608344,1
340030222001,0.0982905982905983,0.1201705805716348,-0.0218799822810364,0.2184611788622331,1
340030222003,0.0,0.0,0.0,0.0,1
340030222004,0.1452870304748404,0.1594596973772844,-0.014172666902444,0.3047467278521248,1
340030222005,0.0019940179461616,0.0098869866598155,-0.0078929687136539,0.011881004605977,1
340030222006,0.0206521739130436,0.0362234399305932,-0.0155712660175496,0.0568756138436368,1
340030222007,0.0419161676646707,0.0590275016919552,-0.0171113340272845,0.1009436693566259,1
340030232011,0.1065088757396449,0.0832618244817097,0.0232470512579352,0.1897707002213546,1
340030232012,0.0366863905325444,0.0337014452428141,0.0029849452897302,0.0703878357753585,1
340030232013,0.1741682974559687,0.1132034635317324,0.0609648339242363,0.2873717609877011,1
340030232014,0.0688405797101447,0.098014018574924,-0.0291734388647793,0.1668545982850687,1
340030232021,0.16,0.1731695783077981,-0.0131695783077981,0.3331695783077981,1
340030232022,0.115071283095723,0.1553271835005697,-0.0402559004048467,0.2703984665962927,1
340030232023,0.1010425020048115,0.0953698519802844,0.0056726500245271,0.1964123539850959,1
340030233011,0.1097383720930232,0.0860253961914939,0.0237129759015293,0.195763768284517,1
340030233013,0.0663449939686368,0.0809132856001568,-0.01456829163152,0.1472582795687936,1
340030233033,0.0190930787589498,0.0327541443104018,-0.013661065551452,0.0518472230693516,1
340030233041,0.0489882854100107,0.0508467900581824,-0.0018585046481717,0.099835075468193,1
340030233042,0.0941011235955056,0.1443207479913726,-0.0502196243958669,0.2384218715868782,1
340030234012,0.1008939974457215,0.0670037133959063,0.0338902840498152,0.1678977108416278,1
340030234013,0.1996943453897096,0.1401665473994492,0.0595277979902603,0.3398608927891587,1
340030234025,0.1176470588235294,0.1582777866006952,-0.0406307277771657,0.2759248454242246,1
340030235011,0.2354006337709371,0.1034425349625921,0.1319580988083449,0.3388431687335292,1
340030235023,0.1236230110159118,0.0931114227059815,0.0305115883099303,0.2167344337218933,1
340030236012,0.0216110019646363,0.0300386222707088,-0.0084276203060725,0.051649624235345,1
340030241001,0.0341880341880341,0.0286590771381225,0.0055289570499116,0.0628471113261566,1
340030241002,0.0632228218966848,0.0748916542361009,-0.0116688323394161,0.1381144761327857,1
340030241003,0.0521251002405773,0.0878811989605706,-0.0357560987199933,0.1400062992011479,1
340030241004,0.0348235294117648,0.0299191715861655,0.0049043578255993,0.0647427009979303,1
340030242001,0.0217176702862783,0.0239394502718512,-0.0022217799855728,0.0456571205581294,1
340030242003,0.0144787644787643,0.0175979408638143,-0.00311917638505,0.0320767053425786,1
340030242005,0.070754716981132,0.0626008679575059,0.0081538490236261,0.1333555849386379,1
340030251003,0.0251798561151079,0.0460465362557246,-0.0208666801406167,0.0712263923708325,1
340030251004,0.103049421661409,0.0929584488654413,0.0100909727959676,0.1960078705268503,1
340030252001,0.1138868479059515,0.1097700770723325,0.0041167708336189,0.223656924978284,1
340030252002,0.0579710144927535,0.0837122683097268,-0.0257412538169733,0.1416832828024803,1
340030252004,0.0318181818181819,0.0538620815479074,-0.0220438997297255,0.0856802633660893,1
340030252005,0.0,0.0,0.0,0.0,1
340030252006,0.03271375464684,0.0383064133721818,-0.0055926587253417,0.0710201680190218,1
340030261001,0.0840965861781848,0.0528406778564076,0.0312559083217772,0.1369372640345924,1
340030261002,0.0231660231660232,0.0278873432660267,-0.0047213201000035,0.0510533664320499,1
340030261003,0.1804697156983931,0.1421950894826332,0.0382746262157598,0.3226648051810263,1
340030261004,0.0445576066199872,0.033807512769453,0.0107500938505342,0.0783651193894402,1
340030262002,0.0547945205479452,0.0547607205003432,3.380004760199923e-05,0.1095552410482884,1
340030262003,0.0117096018735364,0.0184333010474547,-0.0067236991739182,0.0301429029209911,1
340030262004,0.0296495956873316,0.0381316558015112,-0.0084820601141796,0.0677812514888428,1
340030262005,0.0693985459352279,0.0533518098960228,0.0160467360392051,0.1227503558312507,1
340030270001,0.0061686086360519,0.0111509692569489,-0.0049823606208969,0.0173195778930008,1
340030270002,0.0720268006700167,0.0816981842004716,-0.0096713835304549,0.1537249848704883,1
340030270003,0.011183597390494,0.0141061607973978,-0.0029225634069038,0.0252897581878918,1
340030270004,0.0,0.0,0.0,0.0,1
340030280012,0.0325680726107847,0.021856330674119,0.0107117419366656,0.0544244032849036,1
340030280013,0.1525262154432792,0.1329497290946662,0.019576486348613,0.2854759445379454,1
340030280014,0.0613207547169811,0.0593623052072072,0.0019584495097738,0.1206830599241882,1
340030280015,0.1242124212421241,0.0898860701279866,0.0343263511141374,0.2140984913701107,1
340030280021,0.0282861896838602,0.0453597260744491,-0.0170735363905889,0.0736459157583093,1
340030280023,0.0685169124024284,0.0523176399621835,0.0161992724402448,0.1208345523646119,1
340030280024,0.088023088023088,0.07897008879846,0.009052999224628,0.166993176821548,1
340030291001,0.231245166279969,0.0886359196652629,0.1426092466147061,0.3198810859452319,1
340030292001,0.095731454620804,0.0855946033816107,0.0101368512391932,0.1813260580024147,1
340030292003,0.0790273556231003,0.0451867318639646,0.0338406237591357,0.1242140874870649,1
340030292005,0.0,0.0,0.0,0.0,1
340030301002,0.1664670658682634,0.1218202455992046,0.0446468202690588,0.288287311467468,1
340030301004,0.0,0.0,0.0,0.0,1
340030302012,0.1190965092402464,0.1004764988700078,0.0186200103702385,0.2195730081102542,1
340030302013,0.0562414266117969,0.0689881661862984,-0.0127467395745014,0.1252295927980953,1
340030302021,0.2119113573407202,0.1177668260991794,0.0941445312415407,0.3296781834398996,1
340030303003,0.2062615101289134,0.1360894221389754,0.0701720879899379,0.3423509322678888,1
340030304013,0.03781512605042,0.0794428995445546,-0.0416277734941345,0.1172580255949745,1
340030304014,0.1554828150572831,0.1818907511617762,-0.0264079361044931,0.3373735662190593,1
340030311001,0.0727272727272727,0.063592507297944,0.0091347654293287,0.1363197800252167,1
340030311002,0.0466507177033491,0.048835483655016,-0.0021847659516668,0.0954862013583651,1
340030311003,0.1032917139614074,0.0784554460557112,0.0248362679056962,0.1817471600171186,1
340030311004,0.0144151565074136,0.0187297137761639,-0.0043145572687503,0.0331448702835775,1
340030312001,0.1495956873315364,0.1126762876202243,0.036919399711312,0.2622719749517607,1
340030312002,0.1178247734138973,0.0969725640355765,0.0208522093783208,0.2147973374494738,1
340030312004,0.2051621442753143,0.0836765488791607,0.1214855953961535,0.2888386931544749,1
340030312005,0.1288244766505636,0.1106671072276841,0.0181573694228795,0.2394915838782477,1
340030313001,0.0261707988980716,0.0422697193651315,-0.0160989204670599,0.0684405182632031,1
340030313004,0.0555160142348754,0.0524915182914876,0.0030244959433878,0.108007532526363,1
340030313006,0.077639751552795,0.1396881623157449,-0.0620484107629499,0.2173279138685399,1
340030314002,0.0505747126436781,0.090079634856284,-0.0395049222126058,0.140654347499962,1
340030314003,0.0077262693156732,0.008601257412763,-0.0008749880970897,0.0163275267284362,1
340030314004,0.0371257485029939,0.0427304506906661,-0.0056047021876722,0.07985619919366,1
340030314005,0.1014957264957264,0.1523193592200498,-0.0508236327243234,0.2538150857157762,1
