GEOID,Estimate,Margin of Error
1500000US340010125012,0.948936170212766,0.038246553501486556
1500000US340010125021,0.8197997775305895,0.11585705072517452
1500000US340010125022,0.9571045576407506,0.0444057818200289
1500000US340010126021,0.9277620396600567,0.05274874837780366
1500000US340010127011,0.711484593837535,0.14403764735634877
1500000US340010127012,0.825147347740668,0.18497277302741566
1500000US340010127013,0.7560553633217993,0.1161826636856169
1500000US340010127021,0.6857142857142857,0.13210191731940246
1500000US340010128011,0.4483906770255272,0.14477854464461168
1500000US340010128012,0.6582278481012658,0.14108676674974654
1500000US340010128021,0.7004524886877828,0.13542964891591835
1500000US340010128022,0.6943396226415094,0.14943244977079895
1500000US340010130001,0.9632,0.045974586765906135
1500000US340010130002,0.7540983606557377,0.23580667563042312
1500000US340010130003,0.8336557059961315,0.11158521603147119
1500000US340010130004,0.9113475177304965,0.08073708146625579
1500000US340010131011,0.9432835820895522,0.0420853585075434
1500000US340010131021,0.8579881656804734,0.10692787254533564
1500000US340010131022,0.807799442896936,0.121034958251177
1500000US340010131023,0.7184873949579832,0.13182539824741363
1500000US340010132011,0.682233502538071,0.2287385032500495
1500000US340010132012,0.8938906752411575,0.08812928218707808
1500000US340010132013,0.5401069518716578,0.19237022886116548
1500000US340010132021,0.7809278350515464,0.14676778696328954
1500000US340010132022,0.6892453951277481,0.13519194658966716
1500000US340010133011,0.8829225352112676,0.05798673293172577
1500000US340010133012,0.7741935483870968,0.18280156922688834
1500000US340010133013,0.7727272727272727,0.2151437842210848
1500000US340010133021,0.7640144665461122,0.13400806866599077
1500000US340010133022,0.7980427046263345,0.12892135257193288
1500000US340010133023,0.6888111888111889,0.3197681259163088
1500000US340010135001,0.9123065585851142,0.11967669255074473
1500000US340010135002,0.8290076335877863,0.07551721727660486
1500000US340010135003,0.8812199036918138,0.14668194232748677
1500000US340019834001,0.56,0.4849053652542906
1500000US340030010011,0.8916292974588939,0.1053757415312679
1500000US340030010012,1.0,0.0
1500000US340030010013,0.9398642095053347,0.07307076492915164
1500000US340030010021,0.9918952618453866,0.014821660238404252
1500000US340030010022,0.9270888770622672,0.05354771819401685
1500000US340030021001,0.9380315917375456,0.062247322518481175
1500000US340030021002,0.9313099041533547,0.04238763573414378
1500000US340030022001,0.9153802172670097,0.06698224008595607
1500000US340030022002,0.7496217851739788,0.11388656080955006
1500000US340030022003,0.9731182795698925,0.03475516943279558
1500000US340030022004,0.9968304278922345,0.005589663419507104
1500000US340030023001,0.8692044899951196,0.060185311895053474
1500000US340030023002,0.9549749861033908,0.062464551122637886
1500000US340030023003,0.9139719341061623,0.04846328324286196
1500000US340030031001,0.9587513935340022,0.050654054794564765
1500000US340030031002,0.9516129032258065,0.06939525291622792
1500000US340030031003,0.9603053435114504,0.040519246086473844
1500000US340030031004,0.825563909774436,0.13439982843477655
1500000US340030031005,0.9228915662650602,0.07973035478116529
1500000US340030032001,0.9453781512605042,0.0536002672848116
1500000US340030032002,0.7042525773195877,0.18509147325432784
1500000US340030032003,0.7969387755102041,0.17287011696152094
1500000US340030032004,0.8896418199419167,0.09241847544723733
1500000US340030032005,0.7863013698630137,0.16991863246716474
1500000US340030033001,0.9453213077790305,0.07428502872784126
1500000US340030033002,0.8342465753424657,0.23085704532862128
1500000US340030033003,0.863066538090646,0.1544346267349479
1500000US340030033004,0.8423153692614771,0.18101634551635845
1500000US340030033005,0.9508599508599509,0.061216023169713744
1500000US340030033006,0.8118811881188119,0.16447195596855765
1500000US340030034011,0.7831558567279767,0.15014413495156023
1500000US340030034012,0.8949720670391061,0.12053844731223227
1500000US340030034021,0.8151515151515152,0.15577530151402483
1500000US340030034022,0.9516339869281045,0.03553859800170638
1500000US340030034023,0.9720620842572062,0.032402430172556035
1500000US340030035001,0.8818681318681318,0.10709513611233021
1500000US340030035002,0.30292513634110063,0.1079999785694337
1500000US340030035003,0.7341772151898734,0.2300955957623822
1500000US340030040011,0.7742465753424658,0.145173798598453
1500000US340030040012,0.8149840109639105,0.13847869389265668
1500000US340030040021,0.7396889790398918,0.2628033803438028
1500000US340030040022,0.6143597335307179,0.176113933737711
1500000US340030040023,0.8382716049382716,0.1475480552137587
1500000US340030040024,0.9437939110070258,0.04716175703616094
1500000US340030050001,0.8398630658044884,0.1483007361871071
1500000US340030050002,0.8971119133574007,0.0994820383943441
1500000US340030050003,0.778652668416448,0.22565394709206787
1500000US340030050004,0.6350093109869647,0.27825881643349987
1500000US340030050005,0.8042328042328042,0.22090489354764903
1500000US340030061011,0.9690107270560191,0.04119997570926629
1500000US340030061012,0.6791546589817483,0.15598466286521406
1500000US340030061013,0.7192028985507246,0.2553854315059824
1500000US340030061014,0.8763213530655392,0.12888550077550995
1500000US340030061021,0.9497591190640055,0.05109142739633518
1500000US340030061022,0.7634660421545667,0.19856133501764708
1500000US340030061023,0.7155009451795841,0.1540473157209268
1500000US340030062011,0.8289251547552055,0.15550040427588058
1500000US340030062012,0.9602888086642599,0.04081284136837522
1500000US340030062013,0.48431618569636137,0.2153951660566225
1500000US340030062014,0.9673123486682809,0.037057453654854744
1500000US340030062021,0.9308831596269885,0.0651104121606714
1500000US340030062022,0.9787234042553191,0.02604757404246029
1500000US340030062023,0.9439050701186623,0.06432418261041618
1500000US340030062024,0.958217270194986,0.054539307827692125
1500000US340030063011,0.570222563315426,0.2209459616718877
1500000US340030063012,0.7479041916167665,0.1907317376559038
1500000US340030063013,0.5005364806866953,0.27366549053560946
1500000US340030063021,0.8691019786910198,0.1591774539005028
1500000US340030063022,0.6487430167597765,0.19706197643407014
1500000US340030063023,0.9811133200795229,0.03182002602910963
1500000US340030063024,0.33879781420765026,0.1736727931923035
1500000US340030070011,0.9776190476190476,0.02918045700084412
1500000US340030070012,0.8363547280744733,0.11402288169631193
1500000US340030070021,0.9110764430577223,0.1088354858871043
1500000US340030070022,0.7798777098387993,0.17811762520831265
1500000US340030070023,0.9101401483924155,0.05447374234063724
1500000US340030070024,0.9854862119013063,0.021684363169883127
1500000US340030080011,0.9447128287707998,0.058197991583641896
1500000US340030080012,0.9159132007233273,0.08737238783152354
1500000US340030080013,0.9613947696139477,0.04665007953703902
1500000US340030080021,0.7896713615023474,0.16328894456405543
1500000US340030080022,0.9513157894736842,0.06429751676417532
1500000US340030080023,0.8221976808393153,0.1864374521124924
1500000US340030091001,0.9625101874490628,0.050506484331405636
1500000US340030091002,0.9688325409403064,0.029810652409192877
1500000US340030091003,0.9875173370319001,0.020937022755183585
1500000US340030091004,1.0,0.0
1500000US340030092001,0.9758919961427194,0.02337261007232214
1500000US340030092002,0.839134524929445,0.111188653020671
1500000US340030092003,0.9299516908212561,0.08225194682498997
1500000US340030101001,0.9878048780487805,0.023038173789306855
1500000US340030101002,0.8839360807401178,0.13536215662830825
1500000US340030101003,0.8301886792452831,0.24054208404908767
1500000US340030101004,0.9947575360419397,0.010357917158379899
1500000US340030101005,0.8053977272727273,0.22967424704520198
1500000US340030101006,0.9211087420042644,0.13127470456377294
1500000US340030101007,0.727979274611399,0.2550109637914196
1500000US340030102001,0.9212121212121213,0.057352755418815946
1500000US340030102002,0.9233425414364641,0.06919725214423678
1500000US340030102003,0.8054945054945055,0.22794631239576524
1500000US340030102004,0.9869494290375204,0.019746479083813016
1500000US340030102005,0.9388059701492537,0.06016987193796335
1500000US340030103001,0.8168654173764907,0.21604304133540272
1500000US340030103002,0.6872822299651568,0.2808696072850651
1500000US340030103003,0.984984984984985,0.025664589500760223
1500000US340030103004,0.8899470899470899,0.1604420357145544
1500000US340030103005,1.0,0.0
1500000US340030103006,0.7364532019704434,0.3327730046140805
1500000US340030103007,0.8906103286384977,0.10011259495510279
1500000US340030111001,0.9630411826821542,0.05601679223556826
1500000US340030111002,0.8136363636363636,0.1608787275719234
1500000US340030111003,0.7124268054651919,0.2007182865036456
1500000US340030111004,0.6679494227597581,0.20723634965672796
1500000US340030112001,0.40608034744842564,0.22323407482286495
1500000US340030112002,0.9194630872483222,0.07929126231120041
1500000US340030112003,0.5828729281767956,0.18887822736477214
1500000US340030112004,0.4780966767371601,0.2305111536724858
1500000US340030113001,0.6638297872340425,0.2108829754841295
1500000US340030113002,0.7331118493909191,0.16894112527431757
1500000US340030113003,0.9858906525573192,0.024206070920044398
1500000US340030113004,0.8177290836653387,0.10994519959159281
1500000US340030114001,0.839516129032258,0.10826253271967586
1500000US340030114002,0.9558303886925795,0.050614520492264725
1500000US340030114003,0.8090960134755755,0.10481035971206702
1500000US340030114004,0.8790960451977401,0.12167970638977008
1500000US340030114005,0.6701030927835051,0.2266659241265247
1500000US340030120011,0.7795414462081128,0.22610199132829586
1500000US340030120012,0.8288508557457213,0.1889859436582837
1500000US340030120013,0.6405038759689923,0.16193771982946376
1500000US340030120014,0.7311133200795229,0.1425366445199604
1500000US340030120021,0.8217131474103586,0.11427352696586743
1500000US340030120022,0.8763297872340425,0.08828594920257989
1500000US340030120023,0.8386939571150097,0.07251083232663148
1500000US340030130021,0.7496940024479805,0.1908740180645082
1500000US340030130022,0.8091706001348618,0.21674673053085614
1500000US340030130023,0.550185873605948,0.3326554136433678
1500000US340030130024,0.9275653923541247,0.05298039917292095
1500000US340030130031,0.8833504624871531,0.06228343581168721
1500000US340030130041,0.8816855753646677,0.08919350282425104
1500000US340030130042,0.949238578680203,0.04291875936358965
1500000US340030130043,0.8356940509915014,0.172249964996931
1500000US340030140001,0.9514563106796117,0.05129549325532443
1500000US340030140002,0.8827646544181977,0.12153883459050834
1500000US340030140003,0.6940298507462687,0.23210981028234573
1500000US340030140004,0.9130742049469964,0.10792718608794402
1500000US340030140005,0.9933444259567388,0.012410310907943378
1500000US340030140006,0.909382518043304,0.11982051274937196
1500000US340030151001,0.910351201478743,0.09781114864784161
1500000US340030151002,0.9259259259259259,0.08723580846484373
1500000US340030151003,0.954225352112676,0.03902464057880176
1500000US340030152001,0.5672897196261683,0.4040741476586862
1500000US340030152002,0.854004252303331,0.2048151258920313
1500000US340030152003,0.6286919831223629,0.29310092727138687
1500000US340030152004,0.9412607449856734,0.09596116738997716
1500000US340030152005,1.0,0.0
1500000US340030152006,0.8631444939528963,0.15653261821449665
1500000US340030153001,0.7944514501891551,0.18759832606186125
1500000US340030153002,0.5394922425952046,0.256037100657225
1500000US340030153003,0.7843359818388195,0.13617593139802464
1500000US340030153004,0.47879464285714285,0.20900033210965213
1500000US340030154011,0.7208791208791209,0.1976933553156949
1500000US340030154012,0.6604995374653099,0.1332765821417672
1500000US340030154013,0.7794707297514034,0.24854198777887374
1500000US340030154021,0.8421756576014267,0.13031559572409307
1500000US340030154022,0.8460710441334769,0.15833800758803437
1500000US340030155001,1.0,0.0
1500000US340030155002,0.4785247432306256,0.19510640665531653
1500000US340030155003,1.0,0.0
1500000US340030155004,0.5264957264957265,0.37812831799449886
1500000US340030155005,0.8613861386138614,0.16274273752816193
1500000US340030155006,0.8771186440677966,0.1600447543458548
1500000US340030160001,0.9329268292682927,0.051707375957987606
1500000US340030160002,0.9951219512195122,0.009256860370806565
1500000US340030160003,0.9396411092985318,0.08268756674694275
1500000US340030160004,0.7529691211401425,0.1714699989615052
1500000US340030160005,0.9363905325443787,0.06175503822266459
1500000US340030160006,0.8480194017784963,0.09935273832583712
1500000US340030171011,0.914519906323185,0.0661361232712441
1500000US340030171012,0.891271056661562,0.1091208195109586
1500000US340030171013,0.8434718100890207,0.23406224121090802
1500000US340030171014,0.890738813735692,0.14432077292705603
1500000US340030171015,0.8726114649681529,0.10715734066604823
1500000US340030171021,0.7864963503649635,0.2794505403349397
1500000US340030171022,0.8714768883878241,0.12424601126641562
1500000US340030172001,0.7629904559915165,0.16502820731575496
1500000US340030172002,0.8895216400911162,0.17763513309121923
1500000US340030172003,0.8047244094488188,0.2346640991452303
1500000US340030172004,0.8487690504103166,0.23411198085136084
1500000US340030172005,0.6989157631359466,0.25561805418633665
1500000US340030172006,0.9785407725321889,0.03780409088397568
1500000US340030173011,0.6580882352941176,0.2757870922405519
1500000US340030173012,0.9711664482306684,0.03461260786486845
1500000US340030173013,0.9689265536723164,0.0626243938902245
1500000US340030173021,1.0,0.0
1500000US340030173022,0.8067010309278351,0.2107229023687354
1500000US340030173023,0.9942062572421785,0.0058071360814075535
1500000US340030174001,0.9768115942028985,0.03929635575474836
1500000US340030174002,0.9325842696629213,0.06264001290120778
1500000US340030174003,0.935408560311284,0.06130775964239448
1500000US340030174004,0.9510204081632653,0.05177608290843634
1500000US340030174005,0.9072894550601557,0.07154725925564788
1500000US340030175011,0.8976157082748948,0.10789996693697712
1500000US340030175012,0.9,0.11111664463767681
1500000US340030175013,0.913312693498452,0.12205058705968386
1500000US340030175014,0.9671957671957672,0.04063924787765836
1500000US340030175021,0.8340451494813911,0.14978562848800234
1500000US340030175022,0.9117840684660962,0.08678380040293003
1500000US340030175023,0.9775583482944344,0.03317524258221976
1500000US340030181011,0.5231014338821031,0.30479398130683133
1500000US340030181012,0.5775327360441075,0.2870089963889589
1500000US340030181013,0.7707006369426752,0.21198739016386375
1500000US340030181014,0.7154150197628458,0.18283538514150055
1500000US340030181021,0.5989932885906041,0.30454227381766846
1500000US340030181022,0.5838509316770186,0.24091563749202094
1500000US340030182001,0.4507269789983845,0.3157255246208108
1500000US340030182002,0.3781797625777275,0.248374520984034
1500000US340030182003,0.8998426848453067,0.07865319656424721
1500000US340030182004,0.855884707766213,0.1527404046540602
1500000US340030182005,0.7494692144373672,0.27741758785988024
1500000US340030191021,0.8919043238270469,0.057816184440738626
1500000US340030191022,0.7284440039643211,0.13387849097386584
1500000US340030191031,0.8444444444444444,0.10266564433431953
1500000US340030191032,0.8955916473317865,0.11065733478388687
1500000US340030191033,0.7465277777777778,0.19389142666442188
1500000US340030191034,0.6562847608453838,0.17295331171758022
1500000US340030191041,0.7395264116575592,0.19796198832206635
1500000US340030191042,0.8366156090444931,0.13306432234700274
1500000US340030191043,0.8027149321266969,0.12305645254966353
1500000US340030191044,0.8621621621621621,0.11780273689821656
1500000US340030192021,0.7518226888305628,0.08815456890900705
1500000US340030192031,0.5969202898550725,0.14420853490278837
1500000US340030192032,0.8475609756097561,0.06690374770611852
1500000US340030192033,0.8712041884816754,0.11009403872658001
1500000US340030192041,0.35181975736568455,0.1754351846860704
1500000US340030192042,0.6341991341991342,0.1810373788372758
1500000US340030192043,0.8155893536121673,0.14596726585181105
1500000US340030193031,0.7130594727161251,0.20441918035721307
1500000US340030193032,0.9019607843137255,0.09459881834164657
1500000US340030193033,0.725,0.21861756146622824
1500000US340030193034,0.7849305047549379,0.16737204790516771
1500000US340030193041,0.645748987854251,0.19246732547931955
1500000US340030193042,0.914543960558751,0.06390222779723287
1500000US340030193043,0.8255451713395638,0.0862364670791019
1500000US340030193051,0.8977588046958378,0.05706052258991608
1500000US340030193052,0.8356527501656726,0.16536271824936075
1500000US340030193053,0.8708297690333618,0.0935257874073991
1500000US340030193061,0.8838883888388839,0.043794556052867556
1500000US340030201001,1.0,0.0
1500000US340030201002,0.9594763092269327,0.036861751791696006
1500000US340030201003,0.957680250783699,0.049341872161515664
1500000US340030202001,0.9729620661824052,0.046029087383587686
1500000US340030202002,0.9210076857386849,0.06083485948750196
1500000US340030202003,0.9523360075507314,0.0755701722478735
1500000US340030211011,0.5195729537366548,0.18145807983009343
1500000US340030211012,0.9030927835051547,0.17495982093971155
1500000US340030211013,0.5551515151515152,0.2698548421265052
1500000US340030211014,0.5847728726807422,0.18981163827062483
1500000US340030211021,0.9234608985024958,0.11588725502411167
1500000US340030211022,0.9327935222672065,0.05694394944093436
1500000US340030211023,0.8847184986595175,0.10609465388738634
1500000US340030212001,0.7792109256449166,0.1822157124799975
1500000US340030212002,0.5715883668903803,0.25795094907465893
1500000US340030212003,0.727802981205444,0.11581509888311341
1500000US340030212004,0.677992277992278,0.17073910239900608
1500000US340030212005,0.620889748549323,0.2962480849859083
1500000US340030212006,0.8149779735682819,0.1415866599227189
1500000US340030213001,0.8035363457760314,0.17474511738835874
1500000US340030213002,0.9559585492227979,0.05738064397098942
1500000US340030213003,0.3939873417721519,0.261774993802586
1500000US340030213004,0.8058194774346793,0.08994624020775009
1500000US340030214001,0.7623355263157895,0.14689797124789747
1500000US340030214002,0.7966857871255577,0.14421381693867052
1500000US340030214003,0.5258044930176078,0.21983732721597346
1500000US340030214004,0.6116788321167883,0.2490062244914264
1500000US340030215001,0.9653092006033183,0.07034113753419081
1500000US340030215002,0.7989247311827957,0.17968170369800235
1500000US340030215003,0.6473384030418251,0.17432169056679256
1500000US340030215004,0.660377358490566,0.2985237281400688
1500000US340030215005,0.6331569664902998,0.19493067691395713
1500000US340030215006,0.5780998389694042,0.14314141742018305
1500000US340030216001,0.8100890207715133,0.1346741686591099
1500000US340030216002,0.6042240587695134,0.1980691724003462
1500000US340030216003,0.38031496062992126,0.19616106462055935
1500000US340030216004,0.6157167530224525,0.15956868758257095
1500000US340030221001,0.971,0.035018405365010837
1500000US340030221002,0.9825693996126533,0.020479897070252724
1500000US340030221003,0.9279279279279279,0.049645285688762496
1500000US340030222001,0.9017094017094017,0.12017058057163481
1500000US340030222002,0.7904142973192526,0.20015141947522622
1500000US340030222003,1.0,0.0
1500000US340030222004,0.8547129695251595,0.1594596973772844
1500000US340030222005,0.9980059820538385,0.009886986659815557
1500000US340030222006,0.9793478260869565,0.03622343993059324
1500000US340030222007,0.9580838323353293,0.05902750169195523
1500000US340030231001,0.709739263803681,0.1234059287675422
1500000US340030231002,0.6228813559322034,0.13630886327844524
1500000US340030232011,0.893491124260355,0.08326182448170975
1500000US340030232012,0.9633136094674556,0.03370144524281416
1500000US340030232013,0.8258317025440313,0.11320346353173245
1500000US340030232014,0.9311594202898551,0.09801401857492402
1500000US340030232021,0.84,0.17316957830779814
1500000US340030232022,0.884928716904277,0.15532718350056976
1500000US340030232023,0.8989574979951884,0.09536985198028444
1500000US340030233011,0.8902616279069767,0.08602539619149396
1500000US340030233012,0.6595744680851063,0.3052033041669277
1500000US340030233013,0.9336550060313631,0.08091328560015686
1500000US340030233031,0.5515587529976019,0.2117125549778097
1500000US340030233032,0.7880154639175257,0.15724597139568677
1500000US340030233033,0.9809069212410502,0.03275414431040183
1500000US340030233041,0.9510117145899893,0.050846790058182496
1500000US340030233042,0.9058988764044944,0.14432074799137268
1500000US340030234011,0.5340314136125655,0.19110414323500213
1500000US340030234012,0.8991060025542784,0.06700371339590636
1500000US340030234013,0.8003056546102904,0.14016654739944928
1500000US340030234021,0.48143236074270557,0.2625448011084322
1500000US340030234022,0.6517150395778364,0.1993984204455967
1500000US340030234023,0.5694795351187468,0.22940139103377272
1500000US340030234024,0.7777777777777778,0.24272757130801326
1500000US340030234025,0.8823529411764706,0.1582777866006952
1500000US340030235011,0.7645993662290629,0.10344253496259212
1500000US340030235012,0.4932486100079428,0.30399169347170735
1500000US340030235021,0.5765488991295443,0.1984637897856786
1500000US340030235022,0.49782202862476665,0.26859337521625887
1500000US340030235023,0.8763769889840881,0.09311142270598152
1500000US340030236011,0.6854838709677419,0.1459558415159755
1500000US340030236012,0.9783889980353635,0.030038622270708807
1500000US340030236013,0.7444794952681388,0.20055431522953324
1500000US340030236021,0.5475624256837098,0.11715229900460908
1500000US340030236022,0.5269556025369979,0.21848269082710872
1500000US340030236023,0.8018867924528302,0.3638441416557586
